"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.346880288E1,-3.680695953E0,1.067789520E1,3.070864105E0
1.347880188E1,-2.945574646E0,1.121767273E1,4.041894836E0
1.348879988E1,-2.518213348E0,1.205488174E1,3.549269257E0
1.349879887E1,-2.344424744E0,1.352781876E1,2.628234558E0
1.350879687E1,-2.555186462E0,1.573497894E1,2.262095947E0
1.351879488E1,-3.086282043E0,1.968571335E1,1.493294678E0
1.352879388E1,-2.992726593E0,2.124217667E1,9.400451660E-2
1.353879188E1,-3.897145844E0,1.751732254E1,-2.915936279E-1
1.354879088E1,-4.287234650E0,1.345971039E1,-7.364685059E-2
1.355878887E1,-3.525618439E0,1.081441132E1,-6.451583862E-1
1.356878688E1,-2.790197754E0,9.410780182E0,-1.150357819E0
1.357878588E1,-1.563798065E0,1.038570282E1,-1.479223938E0
1.358878388E1,6.999444580E-1,1.268058060E1,-1.764530640E0
1.359878288E1,2.394720154E0,1.381761612E1,-1.626218262E0
1.360878087E1,3.008144531E0,1.438284073E1,-1.028810577E0
1.361877888E1,2.897225189E0,1.528711029E1,-4.957690430E-1
1.362877788E1,2.734214172E0,1.700853058E1,-7.604187012E-2
1.363877588E1,3.026256866E0,1.874327316E1,9.999206543E-2
1.364877388E1,3.621119843E0,1.948063980E1,2.001338196E-1
1.365877288E1,3.683090973E0,1.833567078E1,5.680686951E-1
1.366877087E1,3.127895508E0,1.521376282E1,6.451583862E-1
1.367876987E1,2.692600708E0,1.229917374E1,7.870632935E-1
1.368876788E1,2.363135834E0,1.010937744E1,6.944059753E-1
1.369876588E1,2.471510468E0,8.433462524E0,2.719844055E-1
1.370876488E1,1.874551849E0,6.785389709E0,-2.146536255E-1
1.371876287E1,1.046174469E0,6.176905060E0,-2.648891602E0
1.372876187E1,1.362616425E0,7.239545288E0,-4.441563721E0
1.373875988E1,6.415658569E-1,7.868237915E0,-2.710263977E0
1.374875788E1,-1.101259918E0,8.289162598E0,5.450166321E-1
1.375875688E1,-1.217418365E0,9.154213715E0,-8.786727905E-2
1.376875488E1,-1.493294678E0,9.307794342E0,-4.474195862E-1
1.377875387E1,-1.721869354E0,8.324638824E0,-9.157955933E-1
1.378875187E1,-2.070793762E0,6.769522705E0,-1.683998108E0
1.379874988E1,-1.215771790E0,5.080734558E0,-1.936223602E0
1.380874888E1,-1.129551086E0,3.163970490E0,-5.016069031E-1
1.381874688E1,-8.075706482E-1,2.039658508E0,-7.048841858E-1
1.382874588E1,2.505789185E-1,1.922601929E0,-1.548380127E0
1.383874387E1,1.327439575E0,2.003733215E0,-1.660047913E0
1.384874188E1,1.553170166E0,1.854493561E0,-1.713037720E0
1.385874088E1,1.494641876E0,1.625320129E0,-1.867815857E0
1.386873888E1,1.193767548E0,1.284478912E0,-1.861977997E0
1.387873788E1,9.008267212E-1,1.120719452E0,-1.608105927E0
1.388873587E1,1.144370270E0,1.178798676E0,-1.126257935E0
1.389873388E1,1.305734711E0,1.296603699E0,-5.298980713E-1
1.390873288E1,1.352437592E0,1.622326355E0,1.106199646E-1
1.391873088E1,1.221459961E0,2.478994904E0,7.659571838E-1
1.392872888E1,1.322799225E0,3.742218018E0,1.621577911E0
1.393872788E1,1.338217163E0,5.104984131E0,3.204386444E0
1.394872587E1,1.942809906E0,7.086264038E0,5.171745300E0
1.395872487E1,3.025807800E0,1.091425369E1,8.555758209E0
1.396872288E1,4.335733795E0,1.690599380E1,1.254840546E1
1.397872088E1,4.596790924E0,2.488036102E1,1.453806793E1
1.398871988E1,9.243278503E-1,3.100936569E1,1.555849594E1
1.399871787E1,-5.476661224E0,2.718676483E1,1.455842560E1
1.400871687E1,-4.628524933E0,1.836635696E1,1.109672424E1
1.401871488E1,9.280700684E-1,1.209649521E1,8.497678986E0
1.402871288E1,2.889591064E0,7.775430908E0,7.630232849E0
1.403871188E1,3.536695404E0,5.458099823E0,6.534661102E0
1.404870987E1,5.060526581E0,5.662275238E0,4.737498322E0
1.405870887E1,6.943011932E0,8.298443298E0,3.939956818E0
1.406870688E1,7.119944000E0,1.380115036E1,4.578229523E0
1.407870488E1,4.049978027E0,1.850586685E1,4.790637817E0
1.408870388E1,1.560205536E0,1.999212616E1,1.183289337E0
1.409870188E1,8.411009216E-1,1.717408630E1,-5.088518372E0
1.410870088E1,1.436113586E0,1.152962402E1,-8.190517731E0
1.411869887E1,2.479593658E0,6.423592072E0,-6.828350372E0
1.412869688E1,4.253704376E0,5.462889862E0,-3.832031250E0
1.413869588E1,5.145849152E0,6.532415771E0,3.722758484E-1
1.414869388E1,5.260061646E0,6.743327179E0,2.058968353E0
1.415869288E1,3.480562134E0,6.541696472E0,-1.113684082E0
1.416869087E1,9.334588623E-1,6.759792938E0,-5.009931793E0
1.417868888E1,-6.689588928E-1,7.820786591E0,-7.013066254E0
1.418868788E1,-1.043779449E0,8.857680359E0,-6.458619232E0
1.419868588E1,-1.019529877E0,8.496631165E0,-4.829257507E0
1.420868488E1,-6.981481934E-1,7.549850006E0,-3.257825317E0
1.421868288E1,-1.166973267E0,8.623417511E0,-2.143841858E0
1.422868087E1,-2.868784332E0,1.285017792E1,-1.488205261E0
1.423867987E1,-4.563110962E0,1.741014542E1,-1.212179260E0
1.424867788E1,-5.260211334E0,1.702679260E1,-1.731000366E0
1.425867588E1,-5.103038177E0,1.324700272E1,-2.392923889E0
1.426867488E1,-5.092260590E0,1.140119110E1,-7.759863281E-1
1.427867287E1,-4.396956482E0,9.566606140E0,1.274000702E0
1.428867187E1,-3.083737335E0,8.676856384E0,2.830314331E0
1.429866988E1,-1.016685791E0,8.476273499E0,4.332440643E0
1.430867200E1,1.094224548E0,7.698790283E0,6.247109070E0
1.431867100E1,2.302212524E0,7.627538452E0,6.909930725E0
1.432866900E1,2.707120514E0,7.315287781E0,5.309758301E0
1.433866800E1,3.274889832E0,7.463479614E0,1.096170502E0
1.434866600E1,3.166365509E0,7.568112030E0,-2.123334503E0
1.435866400E1,2.099234619E0,7.619006195E0,-2.707419891E0
1.436866300E1,9.189390564E-1,7.529941406E0,-1.758243713E0
1.437866100E1,-2.305206299E-2,7.864495697E0,-1.476978607E0
1.438866000E1,-4.387376404E-1,8.738378448E0,-1.421593781E0
1.439865800E1,-7.626640320E-1,9.545949097E0,-7.634124756E-1
1.440865600E1,-1.059796143E0,9.449699249E0,2.568658447E-1
1.441865500E1,-1.407073975E0,9.066496124E0,1.060095520E0
1.442865300E1,-1.624721375E0,8.584199066E0,9.454339600E-1
1.443865200E1,-1.412163391E0,7.982300720E0,3.754193115E-1
1.444865000E1,-9.159452820E-1,7.340734863E0,1.158590698E-1
1.445864800E1,-1.092727661E-1,7.181615753E0,1.546284485E-1
1.446864700E1,1.032852173E0,7.565417633E0,2.402503967E-1
1.447864500E1,2.003882904E0,8.039182434E0,-3.935316467E-1
1.448864300E1,2.282603302E0,8.381221161E0,1.092727661E-2
1.449864200E1,1.763782196E0,8.720415802E0,1.363514557E0
1.450864000E1,6.515950012E-1,9.219927063E0,2.172731781E0
1.451863900E1,-7.125183105E-1,9.540560303E0,2.533032532E0
1.452863700E1,-1.726659393E0,9.619446259E0,2.702779541E0
1.453863500E1,-2.305056610E0,9.775571594E0,2.674638062E0
1.454863400E1,-2.622396698E0,1.030307465E1,2.487976227E0
1.455863200E1,-2.960244141E0,1.143082947E1,2.269580383E0
1.456863100E1,-3.160228271E0,1.231653763E1,1.827998657E0
1.457862900E1,-3.941304016E0,1.229393463E1,1.858235779E0
1.458862700E1,-4.555327148E0,1.195608719E1,2.157762909E0
1.459862600E1,-4.689897308E0,1.152573212E1,1.788181458E0
1.460862400E1,-4.437372437E0,1.120330261E1,1.530118103E0
1.461862300E1,-3.726500702E0,1.121916962E1,1.984123993E0
1.462862100E1,-2.798280945E0,1.148322052E1,2.233355713E0
1.463861900E1,-2.210902405E0,1.366598145E1,2.459834747E0
1.464861800E1,-1.835632782E0,1.938947937E1,2.525248718E0
1.465861600E1,-2.097887421E0,2.218686218E1,1.244961090E0
1.466861400E1,-2.239942017E0,1.947180817E1,5.245092773E-1
1.467861300E1,-2.118993530E0,1.552107376E1,8.366102600E-1
1.468861100E1,-1.114731903E0,1.184816162E1,4.745132446E-2
1.469861000E1,-4.879852295E-1,8.711883545E0,-9.521699524E-1
1.470860800E1,5.616320801E-1,9.235345001E0,-1.448388062E0
1.471860600E1,2.386786652E0,1.220816299E1,-1.665287018E0
1.472860500E1,3.940256195E0,1.421129745E1,-1.158590698E0
1.473860300E1,4.732408905E0,1.527154266E1,-4.159849548E-1
1.474860200E1,4.667144623E0,1.578003525E1,-1.210981750E-1
1.475860000E1,3.953279114E0,1.669568115E1,8.232879639E-2
1.476859800E1,3.077749786E0,1.746238678E1,3.820056152E-1
1.477859700E1,2.694396973E0,1.784573959E1,8.056246948E-1
1.478859500E1,2.902913361E0,1.763617538E1,7.418572998E-1
1.479859400E1,3.206781464E0,1.605501343E1,7.523355103E-1
1.480859200E1,2.832110596E0,1.315329758E1,1.131047974E0
1.481859000E1,1.751208344E0,1.075483521E1,1.276545410E0
1.482858900E1,6.581813049E-1,8.715326385E0,1.065184937E0
1.483858700E1,-5.194198608E-1,6.642586670E0,-4.168830872E-1
1.484858500E1,-1.846110992E0,6.411317596E0,-3.079845428E0
1.485858400E1,-7.869136047E-1,8.242310028E0,-2.592458954E0
1.486858200E1,-1.385818176E0,7.749385071E0,-3.192261658E0
1.487858100E1,-3.136427765E0,7.904761963E0,-1.220861206E0
1.488857900E1,-2.584375763E0,8.884025574E0,3.341052246E-1
1.489857700E1,-2.306104431E0,8.766220551E0,1.248403931E-1
1.490857600E1,-2.185455322E0,7.831115112E0,-1.079255676E-1
1.491857400E1,-1.540296936E0,6.819369049E0,-7.232958984E-1
1.492857300E1,-9.370513916E-1,5.289250946E0,-1.864223328E0
1.493857100E1,-4.719685364E-1,4.017944641E0,-1.614093475E0
1.494856900E1,-1.074765015E-1,3.277733917E0,-1.233734436E0
1.495856800E1,6.242019653E-1,2.974015503E0,-2.257605286E0
1.496856600E1,1.440454559E0,2.593207397E0,-2.629881134E0
1.497856500E1,2.262545013E0,1.993255005E0,-2.533780975E0
1.498856300E1,2.323468323E0,1.567091217E0,-2.291584625E0
1.499856100E1,1.307680664E0,1.257684631E0,-2.196083221E0
1.500856000E1,5.785469055E-1,1.041833496E0,-2.152823181E0
1.501855800E1,4.839436340E-1,8.488847351E-1,-1.772613831E0
1.502855700E1,1.029858398E0,7.387138367E-1,-9.354048157E-1
1.503855500E1,1.095721436E0,8.750802612E-1,2.838098145E-1
1.504855300E1,6.230044556E-1,1.566193085E0,1.220861206E0
1.505855200E1,7.430548096E-1,2.904559937E0,1.759890289E0
1.506855000E1,1.132694550E0,4.428241425E0,2.983146515E0
1.507854900E1,1.779349823E0,6.992708588E0,5.007686462E0
1.508854700E1,2.643053741E0,1.144699585E1,7.859406281E0
1.509854500E1,3.429817657E0,1.880868713E1,1.174008636E1
1.510854400E1,3.586541748E0,2.983610550E1,1.461485825E1
1.511854200E1,9.415420532E-1,3.589999557E1,1.644255753E1
1.512854100E1,-5.209317169E0,2.749138138E1,1.560924042E1
1.513853900E1,-2.653531952E0,1.642429550E1,1.118249588E1
1.514853700E1,2.757266235E0,8.963210907E0,9.078471222E0
1.515853600E1,4.256099396E0,4.514462128E0,7.731871490E0
1.516853400E1,4.817432098E0,3.883374481E0,4.230203247E0
1.517853300E1,6.608307953E0,6.872358856E0,1.860181732E0
1.518853100E1,8.929081879E0,1.378378647E1,3.046464844E0
1.519852900E1,7.430997162E0,2.120729919E1,6.251000977E0
1.520852800E1,2.055375824E0,2.296569260E1,7.134164429E0
1.521852600E1,-2.100132751E0,2.179243240E1,2.916235657E0
1.522852500E1,-3.326682129E0,1.546494049E1,-8.635242920E0
1.523852300E1,-1.861678619E0,6.916666718E0,-9.977202301E0
1.524852100E1,1.241518250E0,2.362986145E0,-7.996371460E0
1.525852000E1,4.693789215E0,2.813549194E0,-4.058959351E0
1.526851800E1,6.333629150E0,4.139641571E0,1.934577026E0
1.527851600E1,6.205046539E0,4.459975433E0,1.666484528E0
1.528851500E1,3.697311401E0,4.814588013E0,-3.271746368E0
1.529851300E1,1.209185486E0,5.949378204E0,-6.581064606E0
1.530851200E1,-5.004093933E-1,7.047794037E0,-6.932683411E0
1.531850617E1,-9.518705750E-1,8.744964752E0,-5.522316284E0
1.532850417E1,-1.180894318E0,9.344168701E0,-4.341122589E0
1.533850317E1,-1.313668213E0,1.012240036E1,-2.912194061E0
1.534850117E1,-2.081271973E0,1.376926666E1,-1.586550751E0
1.535850017E1,-3.775748291E0,1.960518082E1,-8.542735291E-1
1.536849817E1,-5.555547180E0,2.094010483E1,-8.890013123E-1
1.537849617E1,-7.001540222E0,1.762045807E1,-8.348139954E-1
1.538849517E1,-6.910978546E0,1.285496796E1,3.577560425E-1
1.539849317E1,-5.504952393E0,9.090296631E0,1.332379303E0
1.540849217E1,-3.760180664E0,7.932454376E0,2.660417633E0
1.541849017E1,-1.334474945E0,7.253017273E0,4.693789215E0
1.542848817E1,9.363029480E-1,6.747069397E0,6.114335175E0
1.543848717E1,2.880160675E0,6.938221893E0,5.941295013E0
1.544848517E1,3.334316254E0,6.974745941E0,3.766467590E0
1.545848317E1,3.000360718E0,7.180118866E0,1.011147308E0
1.546848217E1,3.102298737E0,7.617509308E0,-6.956034851E-1
1.547848017E1,2.683170319E0,7.729925537E0,-1.357826385E0
1.548847917E1,1.648970947E0,7.423812103E0,-1.402583313E0
1.549847717E1,8.755293274E-1,6.736441498E0,-2.060614929E0
1.550847517E1,5.433700562E-1,7.463329926E0,-2.640958099E0
1.551847417E1,3.400927734E-1,9.100176086E0,-2.015708313E0
1.552847217E1,-3.942800903E-1,9.517059174E0,-5.998027039E-1
1.553847117E1,-1.010249176E0,9.383985901E0,5.935157776E-1
1.554846917E1,-1.094523926E0,9.178762665E0,1.087488556E0
1.555846717E1,-9.301657104E-1,8.461304626E0,1.278790741E0
1.556846617E1,-6.273454285E-1,7.673792267E0,1.480720825E0
1.557846417E1,-6.197113037E-2,7.043602753E0,8.616082764E-1
1.558846317E1,8.111631775E-1,7.159162445E0,-5.056484985E-1
1.559846117E1,1.413660278E0,7.179520111E0,-1.198258209E0
1.560845917E1,1.516047363E0,7.072043610E0,-5.999523926E-1
1.561845817E1,1.144969025E0,7.597001953E0,1.005758514E0
1.562845617E1,1.526824951E-2,8.654103699E0,2.393672333E0
1.563845517E1,-1.203946381E0,9.646839294E0,2.509830780E0
1.564845317E1,-2.053130493E0,1.009859985E1,2.284549255E0
1.565845117E1,-2.334545288E0,1.063268921E1,2.132166138E0
1.566845017E1,-2.331102448E0,1.122695343E1,2.219135284E0
1.567844817E1,-2.337688751E0,1.190474396E1,2.024539948E0
1.568844617E1,-2.747386780E0,1.219424194E1,1.718426514E0
1.569844517E1,-3.777843933E0,1.211026657E1,1.416654053E0
1.570844317E1,-4.793481903E0,1.181762512E1,1.268162842E0
1.571844217E1,-4.866979065E0,1.154324570E1,1.352138214E0
1.572844017E1,-4.301604767E0,1.143966110E1,1.728006592E0
1.573843817E1,-3.664679260E0,1.108400070E1,2.436782684E0
1.574843717E1,-2.915038147E0,1.065948349E1,3.283422089E0
1.575843517E1,-2.496658173E0,1.137454651E1,3.882775726E0
1.576843417E1,-2.640509033E0,1.363185242E1,4.023034058E0
1.577843217E1,-2.936293945E0,1.675241318E1,3.331322479E0
1.578843017E1,-2.621947632E0,1.951970856E1,1.568139038E0
1.579842917E1,-2.647694092E0,1.905178162E1,6.369255066E-1
1.580842717E1,-2.423610077E0,1.624990814E1,5.227130127E-1
1.581842517E1,-1.386267242E0,1.315584229E1,-7.336244202E-1
1.582842417E1,-3.053649902E-1,1.004950195E1,-2.070644073E0
1.583842217E1,2.567161560E-1,8.031997375E0,-2.170785828E0
1.584842117E1,2.139500885E0,9.394314423E0,-2.026635590E0
1.585841917E1,4.204307098E0,1.230995132E1,-1.790426788E0
1.586841717E1,5.090913391E0,1.454989334E1,-9.845027161E-1
1.587841617E1,5.100343781E0,1.603345825E1,-4.426295471E-1
1.588841417E1,4.400998077E0,1.666454590E1,-1.574725342E-1
1.589841317E1,3.445834351E0,1.736688538E1,4.210743713E-1
1.590841117E1,2.766546936E0,1.810050980E1,9.936337280E-1
1.591840917E1,2.230960693E0,1.808628937E1,1.507814484E0
1.592840817E1,2.016157379E0,1.716106339E1,1.479972382E0
1.593840617E1,2.201621704E0,1.534249512E1,1.308728485E0
1.594840517E1,1.779499512E0,1.293475204E1,1.564097443E0
1.595840317E1,1.071621552E0,1.070244415E1,1.546583862E0
1.596840117E1,6.944059753E-1,8.753646698E0,9.282197571E-1
1.597840017E1,-5.228627014E-1,6.759942627E0,-4.050576782E-1
1.598839817E1,-2.089953918E0,6.787934418E0,-3.556903381E0
1.599839617E1,-1.488504639E0,7.902666321E0,-3.935765533E0
1.600839517E1,-2.507435760E0,7.977660370E0,-2.372865601E0
1.601839317E1,-4.058360596E0,8.631650391E0,5.604345703E-1
1.602839217E1,-3.464246063E0,9.287137299E0,9.327104187E-1
1.603839017E1,-2.034120026E0,8.629105682E0,2.544708252E-3
1.604838817E1,-7.357200623E-1,7.677384796E0,-3.890409851E-1
1.605838717E1,-2.173480225E-1,6.166426849E0,-1.287772064E0
1.606838517E1,4.026626587E-1,4.476441193E0,-1.473086700E0
1.607838417E1,8.045768738E-1,3.181334381E0,-7.470964050E-1
1.608838217E1,1.253193970E0,2.244881744E0,-1.619182892E0
1.609838017E1,1.419198761E0,1.419498138E0,-2.188000031E0
1.610837917E1,2.071691895E0,1.512155457E0,-2.037862244E0
1.611837717E1,2.686762848E0,1.699266357E0,-2.103276215E0
1.612837617E1,2.012415161E0,1.281485138E0,-1.936672668E0
1.613837417E1,9.792636108E-1,9.306147766E-1,-2.004032593E0
1.614837217E1,5.284011841E-1,9.008267212E-1,-1.928589478E0
1.615837117E1,8.173004150E-1,8.946894836E-1,-1.316811676E0
1.616836917E1,9.861492920E-1,1.013542328E0,-3.427871704E-1
1.617836817E1,8.955876160E-1,1.454824677E0,4.828958130E-1
1.618836617E1,7.388635254E-1,2.468666382E0,1.274599457E0
1.619836417E1,1.041534119E0,4.047133942E0,2.317780151E0
1.620836317E1,1.622326355E0,6.136189728E0,4.356091461E0
1.621836117E1,1.682351532E0,9.808652802E0,7.474257202E0
1.622835917E1,1.532812500E0,1.610366226E1,1.175939621E1
1.623835817E1,2.164349213E0,2.667917038E1,1.480900452E1
1.624835617E1,1.442999268E-1,3.633439224E1,1.606504257E1
1.625835517E1,-5.784121857E0,3.171559708E1,1.622012009E1
1.626835317E1,-5.131628723E0,1.973840378E1,1.242221786E1
1.627835117E1,1.637594604E0,1.147199387E1,8.555608521E0
1.628835017E1,4.672533417E0,6.168223114E0,7.221882019E0
1.629834817E1,4.536915436E0,3.671415253E0,5.890550537E0
1.630834717E1,5.159770203E0,4.457730103E0,3.732637939E0
1.631834638E1,5.929020538E0,5.113217010E0,2.344275055E0
1.632834438E1,5.492528229E0,6.181246033E0,3.179089050E0
1.633834338E1,4.855453033E0,1.052715866E1,3.936963043E0
1.634834138E1,2.384990387E0,1.563992661E1,3.948339386E0
1.635834037E1,-1.294957123E0,1.615545456E1,1.160237274E0
1.636833837E1,-4.203259277E-1,1.588376953E1,-1.748663635E0
1.637833638E1,8.000862122E-1,1.628194153E1,-4.932393036E0
1.638833538E1,1.257235565E0,1.444047089E1,-5.149441681E0
1.639833338E1,2.656675415E0,1.228106140E1,-1.618883514E0
1.640833238E1,3.920646973E0,1.052790710E1,-2.472857666E-1
1.641833037E1,4.028871918E0,8.222850494E0,-5.448669434E-2
1.642832838E1,3.618874512E0,6.720424805E0,-1.424737244E0
1.643832738E1,2.739602966E0,5.941744080E0,-3.555256805E0
1.644832538E1,1.161434784E0,5.997428284E0,-5.719456329E0
1.645832438E1,-7.192543030E-1,6.074068909E0,-6.837182007E0
1.646832237E1,-1.070124664E0,5.940995636E0,-6.358327789E0
1.647832038E1,2.227368164E-1,5.847589874E0,-4.971761169E0
1.648831938E1,3.436853027E-1,6.296506348E0,-3.699407043E0
1.649831738E1,-3.252735901E-1,8.446635132E0,-2.554138641E0
1.650831538E1,-1.606159973E0,1.410995819E1,-1.337319031E0
1.651831438E1,-3.622467041E0,1.904190216E1,-9.701325989E-1
1.652831237E1,-4.788093109E0,1.770832535E1,-2.726130981E0
1.653831137E1,-4.523742828E0,1.354443420E1,-3.696862335E0
1.654830938E1,-4.161346436E0,1.165865570E1,-1.449435883E0
1.655830738E1,-3.335364075E0,1.002974304E1,1.162931671E0
1.656830638E1,-1.378333740E0,9.135053558E0,3.935166779E0
1.657830437E1,5.421725464E-1,7.610473938E0,6.589746552E0
1.658830337E1,1.333127747E0,6.245312805E0,7.296726379E0
1.659830138E1,1.850002899E0,5.384153595E0,4.362677765E0
1.660829938E1,2.565215607E0,5.889951782E0,-8.867559814E-1
1.661829838E1,2.216291199E0,6.481072540E0,-3.333268433E0
1.662829637E1,1.661095734E0,7.136709137E0,-3.104993134E0
1.663829537E1,1.328786774E0,7.762407990E0,-3.000809784E0
1.664829338E1,1.046773224E0,8.548423462E0,-3.109633484E0
1.665829138E1,9.415420532E-1,9.427096252E0,-2.900518341E0
1.666829038E1,6.411167908E-1,1.041369461E1,-1.228495331E0
1.667828838E1,-6.379733276E-1,1.044303360E1,1.431323547E0
1.668828637E1,-2.196382599E0,9.841434631E0,2.828817444E0
1.669828537E1,-3.135829010E0,8.956923981E0,2.778522034E0
1.670828338E1,-3.518882446E0,8.184081116E0,2.330354004E0
1.671828238E1,-2.873724060E0,8.028704224E0,1.069825287E0
1.672828038E1,-1.979034576E0,8.133186951E0,6.017486572E-2
1.673827837E1,-1.165326691E0,8.285869446E0,-3.499722290E-1
1.674827737E1,-3.177891541E-1,8.530460815E0,-3.086581421E-1
1.675827538E1,5.140310669E-1,8.743018799E0,-7.095245361E-2
1.676827438E1,1.012793884E0,8.771609344E0,2.692900085E-1
1.677827238E1,9.693841553E-1,8.785829773E0,7.179071045E-1
1.678827038E1,4.962181091E-1,9.076375580E0,1.127605133E0
1.679826938E1,-9.355545044E-2,9.540859680E0,1.646126862E0
1.680826737E1,-5.867797852E-1,9.989925842E0,2.038011932E0
1.681826637E1,-1.287622375E0,1.035366943E1,2.373614044E0
1.682826438E1,-2.368374939E0,1.060514648E1,2.555635529E0
1.683826238E1,-3.556454315E0,1.072459808E1,2.281555481E0
1.684826138E1,-4.619992676E0,1.077264816E1,1.807640991E0
1.685825937E1,-5.368585968E0,1.078297668E1,1.677561493E0
1.686825738E1,-5.573060760E0,1.103250778E1,1.884431305E0
1.687825638E1,-4.897365875E0,1.124581421E1,1.891766052E0
1.688825438E1,-3.705843658E0,1.123383911E1,2.229763184E0
1.689825338E1,-2.533481598E0,1.155028107E1,3.120411072E0
1.690825137E1,-1.537752228E0,1.209080704E1,3.858975220E0
1.691824937E1,-1.220711517E0,1.326765976E1,4.063749390E0
1.692824838E1,-1.543739777E0,1.409947998E1,2.748733978E0
1.693824638E1,-2.015558624E0,1.520807465E1,2.239942017E0
1.694824538E1,-2.013462982E0,1.719863525E1,1.925745392E0
1.695824338E1,-1.411414948E0,1.759516068E1,7.185058594E-1
1.696824137E1,-3.781137085E-1,1.575099564E1,-6.562353516E-1
1.697824037E1,-1.766326904E-1,1.323577606E1,-2.251617737E0
1.698823838E1,-3.436853027E-1,1.113339798E1,-3.720363464E0
1.699823638E1,7.435038757E-1,1.069181625E1,-3.029849396E0
1.700823538E1,3.387605438E0,1.220277420E1,-2.330803070E0
1.701823337E1,6.000272369E0,1.428868652E1,-1.546434174E0
1.702823237E1,6.016738129E0,1.590966568E1,-3.321592712E-1
1.703823038E1,4.670437775E0,1.637325165E1,5.391787720E-1
1.704822838E1,3.566633148E0,1.631726807E1,5.650749207E-1
1.705822738E1,2.393971710E0,1.627789993E1,8.186476135E-1
1.706822538E1,1.738634491E0,1.659958099E1,1.178199921E0
1.707822437E1,1.365610199E0,1.628523468E1,1.732347565E0
1.708822237E1,1.401385803E0,1.530222885E1,1.658551025E0
1.709822038E1,1.490450592E0,1.399275192E1,1.581760712E0
1.710821938E1,1.211131439E0,1.230695755E1,1.376088409E0
1.711821738E1,4.691244507E-1,1.021236328E1,1.077758789E0
1.712821638E1,-1.181493073E0,8.066575470E0,-3.546125793E-1
