"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.088760804E1,-4.320764923E0,1.996114059E1,1.131392258E1
2.089760604E1,1.994003448E0,1.152767807E1,9.000333710E0
2.090760504E1,3.409160614E0,6.098168793E0,7.877518616E0
2.091760304E1,4.305197296E0,4.377796326E0,5.161865845E0
2.092760104E1,6.356082458E0,6.661746826E0,3.097059631E0
2.093760004E1,8.497529297E0,1.206625809E1,2.421963501E0
2.094759804E1,8.587492218E0,1.804437653E1,3.677103424E0
2.095759704E1,5.216951294E0,1.946567093E1,4.433330841E0
2.096759504E1,2.969375153E0,1.855271942E1,2.729573822E0
2.097759304E1,1.755699005E0,1.487396942E1,-2.369123383E0
2.098759204E1,1.206491089E0,9.008566589E0,-2.478096771E0
2.099759004E1,1.432221680E0,5.028642883E0,-3.493135986E0
2.100758804E1,2.766696625E0,5.562732239E0,-4.321513367E0
2.101758704E1,3.912264404E0,7.195536804E0,-3.282224579E0
2.102758504E1,3.498524780E0,7.173382874E0,-2.439177704E0
2.103758404E1,2.211950226E0,6.639592896E0,-3.083887024E0
2.104758204E1,7.192543030E-1,6.544690247E0,-4.450694733E0
2.105758004E1,-4.769082642E-1,7.248077545E0,-5.309458923E0
2.106757904E1,-1.177301788E0,8.473878479E0,-5.174439697E0
2.107757704E1,-1.465602264E0,9.063502350E0,-3.813918915E0
2.108757604E1,-1.534309387E0,8.677155762E0,-2.341730347E0
2.109757404E1,-1.267564087E0,8.705297241E0,-1.592089233E0
2.110757204E1,-2.145488434E0,1.097832047E1,-1.071471863E0
2.111757104E1,-3.822451172E0,1.482202744E1,-7.758366394E-1
2.112756904E1,-5.286556549E0,1.623942993E1,-1.339264984E0
2.113756704E1,-5.401816864E0,1.435724396E1,-2.144889679E0
2.114756604E1,-4.493056641E0,1.185744232E1,-2.292033691E0
2.115756404E1,-3.747606812E0,1.057910065E1,-9.735754395E-1
2.116756304E1,-2.633773041E0,9.216184845E0,8.391549683E-1
2.117756104E1,-9.785151672E-1,8.600814514E0,2.541115723E0
2.118755904E1,7.560777283E-1,8.203091583E0,4.855752411E0
2.119755804E1,1.903890839E0,7.870034180E0,7.226073303E0
2.120755604E1,2.312690735E0,7.614515533E0,7.415429535E0
2.121755504E1,2.441423035E0,6.762786713E0,5.157375183E0
2.122755304E1,3.281176758E0,7.018904114E0,-8.472381592E-2
2.123755104E1,3.278632050E0,7.957452393E0,-3.842509460E0
2.124755004E1,2.164648590E0,8.217312012E0,-4.481979675E0
2.125754804E1,8.165519714E-1,8.163274384E0,-3.497027893E0
2.126754604E1,4.355941772E-2,8.915011139E0,-2.738255768E0
2.127754504E1,-4.695735168E-1,9.299561462E0,-1.979633331E0
2.128754304E1,-1.059945831E0,9.418414307E0,-3.353027344E-1
2.129754204E1,-1.560205536E0,9.269174652E0,1.235979767E0
2.130754004E1,-2.147284698E0,9.188492432E0,2.163151703E0
2.131753892E1,-2.681523743E0,8.959319000E0,2.145638123E0
2.132753792E1,-2.672392731E0,8.733588409E0,1.199306030E0
2.133753592E1,-2.122885437E0,8.632698212E0,3.210823059E-1
2.134753392E1,-1.355131989E0,8.405021667E0,-1.440005493E-1
2.135753292E1,-6.800358582E-1,8.019872589E0,-3.381468201E-1
2.136753092E1,-3.278182983E-1,8.049510956E0,-1.495390320E-1
2.137752992E1,-2.668949890E-1,8.300838318E0,6.397695923E-1
2.138752792E1,-2.008822632E-1,8.708590393E0,1.443897400E0
2.139752592E1,-1.425036621E-1,9.410929871E0,1.892813873E0
2.140752492E1,-2.782713318E-1,1.006551865E1,2.021396484E0
2.141752292E1,-6.777905273E-1,1.025517426E1,2.199376373E0
2.142752192E1,-1.326691132E0,1.016176849E1,2.626288605E0
2.143751992E1,-1.906884613E0,1.001222946E1,2.636617126E0
2.144751792E1,-2.539918213E0,9.984686737E0,2.086211700E0
2.145751692E1,-3.144660645E0,1.013198044E1,1.137933655E0
2.146751492E1,-3.568429413E0,1.039468414E1,2.508782959E-1
2.147751292E1,-4.014052734E0,1.064735870E1,-9.624984741E-2
2.148751192E1,-4.379293213E0,1.079989151E1,1.076261902E-1
2.149750992E1,-4.231849823E0,1.064720901E1,9.291178894E-1
2.150750892E1,-2.981050873E0,1.113743958E1,2.271975403E0
2.151750692E1,-9.906399536E-1,1.193902267E1,3.428620148E0
2.152750492E1,6.664141846E-1,1.230531097E1,4.060456238E0
2.153750392E1,1.350192261E0,1.275332932E1,4.130211182E0
2.154750192E1,2.483335876E-1,1.352257965E1,4.511318665E0
2.155749992E1,-1.545985107E0,1.490600281E1,4.640350342E0
2.156749892E1,-3.022963715E0,1.686348221E1,4.023034058E0
2.157749692E1,-4.643044739E0,1.757495270E1,3.043171692E0
2.158749592E1,-5.626799011E0,1.645378418E1,1.323397980E0
2.159749392E1,-5.111720123E0,1.436323151E1,-2.911445618E-1
2.160749192E1,-4.042194214E0,1.203317688E1,-9.105564880E-1
2.161749092E1,-2.550396423E0,9.744885406E0,-1.233884125E0
2.162748892E1,-5.825885010E-1,9.627230072E0,-1.316212921E0
2.163748692E1,9.738748169E-1,1.161539566E1,-1.328188019E0
2.164748592E1,1.559008026E0,1.330612976E1,-1.883982239E0
2.165748392E1,1.587448883E0,1.448103653E1,-1.821262665E0
2.166748292E1,1.467248840E0,1.604393646E1,-1.319506073E0
2.167748092E1,1.393751678E0,1.775248352E1,-7.426057434E-1
2.168747892E1,1.658850403E0,1.815694244E1,-1.056802368E-1
2.169747792E1,2.080972595E0,1.754950562E1,6.048921204E-1
2.170747592E1,2.153122559E0,1.582344498E1,8.201445007E-1
2.171747492E1,1.871109009E0,1.350581451E1,7.789801025E-1
2.172747292E1,1.446142731E0,1.156854309E1,6.453080750E-1
2.173747092E1,8.448431396E-1,9.751471710E0,5.704637146E-1
2.174746992E1,3.167413330E-1,8.110284576E0,3.140469360E-1
2.175746792E1,2.290237427E-2,7.152576141E0,3.585044861E-1
2.176746592E1,4.805007935E-2,6.774911499E0,7.963439941E-2
2.177746492E1,-1.469943237E-1,6.838529205E0,-1.287472687E0
2.178746292E1,-8.928932190E-1,7.535629578E0,-2.856060791E0
2.179746192E1,-1.644779663E0,8.194110260E0,-2.474354553E0
2.180745992E1,-8.960366821E-1,9.285490723E0,4.020639038E-1
2.181745792E1,-3.034190369E-1,9.330547028E0,4.987628174E-1
2.182745692E1,-2.534230042E-1,8.721313934E0,1.260379028E-1
2.183745492E1,1.032852173E-2,8.345445557E0,-4.743635559E-1
2.184745392E1,7.906558228E-1,6.969506836E0,-1.302591248E0
2.185745192E1,1.409019928E0,5.313650208E0,-1.576970673E0
2.186744992E1,1.552870789E0,4.327201538E0,9.954299927E-2
2.187744892E1,1.680555267E0,3.909120941E0,-1.026864624E-1
2.188744692E1,1.695673828E0,3.541784821E0,-1.346150665E0
2.189744492E1,1.620679779E0,2.795736237E0,-1.608255615E0
2.190744392E1,1.086590424E0,1.770967255E0,-1.647174683E0
2.191744192E1,5.520520020E-1,1.107696533E0,-2.000889130E0
2.192744092E1,6.773414612E-1,8.669970703E-1,-1.845512238E0
2.193743892E1,1.001267853E0,9.728269958E-1,-1.244212646E0
2.194743692E1,1.548679504E0,1.397643585E0,-7.002438354E-1
2.195743592E1,1.804347839E0,1.758243713E0,-3.727249146E-2
2.196743392E1,1.905088348E0,2.194586334E0,5.755531311E-1
2.197743192E1,2.052831116E0,2.843337250E0,1.703457642E0
2.198743092E1,2.358345795E0,3.902384949E0,3.394940186E0
2.199742892E1,2.175126801E0,5.923332367E0,6.331383820E0
2.200742792E1,1.478924561E0,1.046413971E1,9.476044464E0
2.201742592E1,1.202898560E0,1.923649750E1,1.269584885E1
2.202742392E1,-8.500822449E-1,3.033127579E1,1.437835007E1
2.203742292E1,-5.511688385E0,3.369552979E1,1.510344223E1
2.204742092E1,-6.261928253E0,2.605332184E1,1.455782684E1
2.205741992E1,-1.284029846E0,1.629750916E1,1.096664474E1
2.206741792E1,2.462080078E0,8.413553925E0,9.776020660E0
2.207741592E1,3.798351288E0,4.327201538E0,8.785530396E0
2.208741492E1,5.567971344E0,4.296814728E0,5.307363281E0
2.209741292E1,8.290958862E0,7.917335815E0,3.347638550E0
2.210741192E1,1.070588699E1,1.412792084E1,3.461102600E0
2.211740992E1,7.332951050E0,1.799961960E1,5.100194092E0
2.212740792E1,3.651207275E0,1.863729355E1,5.347629547E0
2.213740692E1,1.642983398E0,1.812431030E1,5.315895538E0
2.214740492E1,-1.558858337E0,1.452399719E1,-8.936416626E-2
2.215740292E1,-2.703827362E0,7.848329315E0,-5.067262573E0
2.216740192E1,-1.278341675E0,4.287833405E0,-6.039939880E0
2.217739992E1,1.378483429E0,5.308111725E0,-5.632487183E0
2.218739892E1,3.816912689E0,6.978039093E0,-3.489543457E0
2.219739692E1,4.410877533E0,6.791377258E0,-9.587562561E-1
2.220739492E1,3.433260498E0,6.147715759E0,-1.228046265E0
2.221739392E1,1.754501495E0,6.223458252E0,-3.155138855E0
2.222739192E1,2.856060791E-1,7.289391632E0,-4.712200928E0
2.223739092E1,-5.129832458E-1,8.591234436E0,-4.796924744E0
2.224738892E1,-8.803193665E-1,9.344019012E0,-3.671265564E0
2.225738692E1,-1.537752228E0,8.947942657E0,-2.581082611E0
2.226738592E1,-2.012864227E0,9.110953674E0,-1.735341339E0
2.227738392E1,-2.380799103E0,1.192555069E1,-1.157393188E0
2.228738192E1,-3.689228210E0,1.571372314E1,-9.128018188E-1
2.229738092E1,-5.278173981E0,1.659763504E1,-1.464554443E0
2.230737892E1,-6.008654938E0,1.435844147E1,-1.459764404E0
2.231737729E1,-5.897286530E0,1.113654144E1,-1.525328064E-1
2.232737529E1,-4.572241974E0,8.960217133E0,1.267713776E0
2.233737329E1,-2.611768799E0,8.448880463E0,2.563419342E0
2.234737229E1,-4.454736328E-1,8.460705872E0,3.781885529E0
2.235737029E1,1.360371094E0,8.430917816E0,6.012846222E0
2.236736929E1,1.918410645E0,8.403375092E0,6.471342773E0
2.237736729E1,2.937341766E0,7.891589355E0,3.730542297E0
2.238736529E1,3.866459656E0,7.327113190E0,2.971321106E-1
2.239736429E1,3.764521637E0,6.482569427E0,-1.992057495E0
2.240736229E1,2.809806976E0,6.513255615E0,-2.656675415E0
2.241736029E1,1.820364532E0,7.627239075E0,-2.284698944E0
2.242735929E1,8.945397949E-1,8.111033020E0,-1.687440948E0
2.243735729E1,1.384620667E-1,8.689130859E0,-1.304986267E0
2.244735629E1,-5.454656982E-1,9.273964691E0,-9.797126770E-1
2.245735429E1,-1.437610474E0,9.841584320E0,2.740800476E-1
2.246735229E1,-2.087109833E0,9.961484985E0,1.469643860E0
2.247735129E1,-2.452200623E0,9.742789764E0,2.044747925E0
2.248734929E1,-2.615361328E0,9.303004303E0,1.782044220E0
2.249734729E1,-2.532284088E0,8.854536896E0,1.083896027E0
2.250734629E1,-2.014061737E0,8.505313110E0,8.367599487E-2
2.251734429E1,-1.217418365E0,8.067922668E0,-9.749226379E-1
2.252734329E1,-7.135661316E-1,7.633825378E0,-9.000782776E-1
2.253734129E1,-1.899549866E-1,7.556436310E0,-2.872526550E-1
2.254733929E1,3.565585327E-1,7.906408539E0,7.649093628E-2
2.255733829E1,6.409671021E-1,8.261769562E0,2.448907471E-1
2.256733629E1,4.797523499E-1,8.379724274E0,7.664062500E-1
2.257733429E1,2.275268555E-1,8.902586975E0,1.165775757E0
2.258733329E1,1.594184875E-1,9.541458435E0,1.168470154E0
2.259733129E1,2.124082947E-1,1.003468277E1,1.125659180E0
2.260733029E1,1.341210938E-1,1.037043457E1,1.267564087E0
2.261732829E1,-6.002517700E-2,1.055964111E1,1.475930786E0
2.262732629E1,-4.719685364E-1,1.072399933E1,1.441053314E0
2.263732529E1,-1.474433899E0,1.081575851E1,1.178798676E0
2.264732329E1,-2.813698883E0,1.076890594E1,1.051862640E0
2.265732129E1,-4.076023865E0,1.088281906E1,1.066083069E0
2.266732029E1,-5.061724091E0,1.109777206E1,1.218915253E0
2.267731829E1,-5.125491486E0,1.128368546E1,1.027762756E0
2.268731729E1,-4.412524109E0,1.160357025E1,1.122066650E0
2.269731529E1,-2.977458344E0,1.246472946E1,1.591340790E0
2.270731329E1,-1.615740051E0,1.388767044E1,2.038910065E0
2.271731229E1,-1.059347076E0,1.650482803E1,2.455344086E0
2.272731029E1,-1.629212036E0,1.903307053E1,2.530936890E0
2.273730929E1,-3.229085083E0,1.955847794E1,1.667382660E0
2.274730729E1,-4.947960663E0,1.872920242E1,5.325924683E-1
2.275730529E1,-4.485721893E0,1.612656464E1,7.634124756E-2
2.276730429E1,-1.977088623E0,1.187181244E1,1.018631744E0
2.277730229E1,3.992198181E-1,8.355474701E0,1.653012543E0
2.278730029E1,2.226769409E0,7.063511353E0,5.691165161E-1
2.279729929E1,3.011886749E0,8.514144745E0,-1.200353851E0
2.280729729E1,2.258054352E0,1.090048233E1,-1.333726501E0
2.281729629E1,2.405048676E0,1.263761993E1,-9.858499146E-1
2.282729429E1,2.799478455E0,1.366942429E1,-6.357279968E-1
2.283729229E1,3.123255157E0,1.508937149E1,-3.122506714E-1
2.284729129E1,3.144510956E0,1.726839020E1,2.501298523E-1
2.285728929E1,2.952310638E0,1.852128479E1,5.519023132E-1
2.286728729E1,2.787802734E0,1.839165436E1,1.057999878E0
2.287728629E1,2.443518677E0,1.684596863E1,1.156045990E0
2.288728429E1,1.929188232E0,1.447968933E1,9.916877747E-1
2.289728329E1,1.398841095E0,1.259630585E1,9.482780457E-1
2.290728129E1,5.957611084E-1,1.116034195E1,9.328601074E-1
2.291727929E1,5.613327026E-2,1.011087433E1,1.021326141E0
2.292727829E1,-4.245172119E-1,9.114246826E0,3.948788452E-1
2.293727629E1,-1.150806885E0,8.638236694E0,-1.946552124E0
2.294727429E1,-2.402503967E0,8.020022278E0,-5.077591095E0
2.295727329E1,-4.253854065E0,7.775131531E0,-4.052522736E0
2.296727129E1,-5.883066101E0,8.140072632E0,-3.192860413E-1
2.297727029E1,-5.381309509E0,8.980125732E0,7.354206848E-1
2.298726829E1,-4.038451996E0,8.546776886E0,5.213658142E-1
2.299726629E1,-1.590891724E0,7.795339508E0,7.243437195E-1
2.300726529E1,2.640509033E-1,6.969357147E0,2.395019531E-2
2.301726329E1,1.506018219E0,6.210285645E0,-6.236032104E-1
2.302726229E1,1.939816132E0,5.310806122E0,-7.899073792E-1
2.303726029E1,1.654509430E0,4.371958466E0,-4.842430115E-1
2.304725829E1,1.586999817E0,3.966900787E0,-9.430389404E-1
2.305725729E1,1.618135071E0,3.656895447E0,-2.038011932E0
2.306725529E1,1.308279419E0,3.264411621E0,-2.007026367E0
2.307725329E1,1.233734436E0,2.959495697E0,-2.069296875E0
2.308725229E1,1.158590698E0,2.613864441E0,-2.272274780E0
2.309725029E1,6.039939880E-1,2.341430969E0,-2.141147461E0
2.310724929E1,2.306703186E-1,2.364782410E0,-2.108215942E0
2.311724729E1,5.355862427E-1,2.459984436E0,-2.071691895E0
2.312724529E1,6.132746887E-1,2.502795410E0,-1.422641602E0
2.313724429E1,6.876699829E-1,2.775378571E0,-5.975573730E-1
2.314724229E1,1.003064117E0,3.099155273E0,3.293151855E-1
2.315724129E1,1.182241516E0,3.660188599E0,1.432371368E0
2.316723929E1,1.178499298E0,4.844974823E0,2.931653595E0
2.317723729E1,2.250719604E0,6.738537140E0,5.251080322E0
2.318723629E1,3.550466766E0,9.732910309E0,8.912167053E0
2.319723429E1,3.566333771E0,1.456426346E1,1.238344849E1
2.320723329E1,3.195704498E0,2.294338898E1,1.491438538E1
2.321723129E1,5.330415344E-1,3.062721039E1,1.476215195E1
2.322722929E1,-5.131029968E0,2.807995743E1,1.566716995E1
2.323722829E1,-5.553301849E0,1.931373688E1,1.235860016E1
2.324722629E1,1.200204163E0,1.203691910E1,8.180937653E0
2.325722429E1,4.374203796E0,6.934479675E0,6.863826599E0
2.326722329E1,4.734654236E0,5.126838684E0,5.764961700E0
2.327722129E1,5.663173370E0,5.741460571E0,3.466042328E0
2.328722029E1,6.919361115E0,7.653284912E0,1.853445740E0
2.329721829E1,7.148235168E0,1.269330414E1,3.456162872E0
2.330721629E1,4.276756439E0,1.793345718E1,4.908293152E0
2.331721504E1,2.269281006E0,2.038999878E1,5.422024841E0
2.332721304E1,3.773652649E-1,1.874806320E1,2.091750183E0
2.333721204E1,-6.515950012E-1,1.386551651E1,-3.514990540E0
2.334721004E1,-1.107696533E-1,7.844736786E0,-6.186485138E0
2.335720804E1,2.208058319E0,5.166655884E0,-6.137836304E0
2.336720704E1,5.620212708E0,7.367678833E0,-4.285737762E0
2.337720504E1,6.553970947E0,8.552315369E0,-1.075363770E0
2.338720304E1,4.820575562E0,7.827073517E0,-1.514849854E-1
2.339720204E1,2.332299957E0,6.867269440E0,-2.737058258E0
2.340720004E1,1.904040527E-1,6.699767761E0,-5.365442505E0
2.341719904E1,-1.601070557E0,7.116800537E0,-6.596482544E0
2.342719704E1,-2.425106964E0,8.014034729E0,-6.249803467E0
2.343719504E1,-2.737058258E0,8.056696014E0,-5.084327087E0
2.344719404E1,-2.116748199E0,7.554041290E0,-3.761378174E0
2.345719204E1,-2.024240570E0,7.972121887E0,-2.894830170E0
2.346719104E1,-2.720592499E0,1.142648849E1,-2.380200348E0
2.347718904E1,-4.104165344E0,1.640094406E1,-1.976340179E0
2.348718704E1,-5.199587402E0,1.812895065E1,-1.541644135E0
2.349718604E1,-4.865781555E0,1.543754745E1,-1.753603363E0
2.350718404E1,-4.260140991E0,1.193872330E1,-1.149309998E0
2.351718204E1,-4.120780792E0,1.037402710E1,2.155367889E0
2.352718104E1,-2.754122772E0,9.283095703E0,4.910688171E0
2.353717904E1,-4.370910645E-1,8.643924866E0,6.295159149E0
2.354717804E1,1.047072601E0,8.269703064E0,6.339766388E0
2.355717604E1,1.504072266E0,8.079748077E0,5.936804352E0
2.356717404E1,1.389560394E0,7.149133301E0,4.171076202E0
2.357717304E1,2.541265411E0,6.459816742E0,-4.692741394E-1
2.358717104E1,3.532803497E0,6.830745392E0,-3.720213776E0
2.359716904E1,3.085832977E0,6.771318970E0,-4.428540802E0
2.360716804E1,2.130519562E0,7.094347229E0,-3.754342804E0
2.361716604E1,1.071172485E0,8.088430023E0,-3.205134888E0
2.362716504E1,4.730163574E-2,8.736582184E0,-3.056493988E0
2.363716304E1,-5.002597046E-1,9.327702942E0,-2.407892761E0
2.364716104E1,-8.360115051E-1,9.391170959E0,-6.732998657E-1
2.365716004E1,-1.588047638E0,9.125024414E0,1.446741486E0
2.366715804E1,-2.399510193E0,8.902287598E0,2.750679932E0
2.367715604E1,-3.018323364E0,8.867709503E0,2.844534760E0
2.368715504E1,-3.438349915E0,8.792116699E0,1.976040802E0
2.369715304E1,-3.337609406E0,8.427474976E0,1.250050507E0
2.370715204E1,-2.768343201E0,8.331374817E0,5.352868652E-1
2.371715004E1,-2.029479675E0,8.524473267E0,1.242416382E-2
2.372714804E1,-1.393452301E0,8.640332336E0,-3.739224243E-1
2.373714704E1,-9.472302246E-1,8.519533539E0,-2.330653381E-1
2.374714504E1,-6.921606445E-1,8.192613373E0,4.483177185E-1
2.375714404E1,-2.381547546E-1,8.063731384E0,1.018482056E0
2.376714204E1,4.896318054E-1,8.508007507E0,1.440454559E0
2.377714004E1,1.189127197E0,9.259744263E0,1.836680603E0
2.378713904E1,1.360670471E0,1.001686981E1,2.017055511E0
2.379713704E1,7.057823181E-1,1.068597839E1,1.912423096E0
2.380713504E1,-7.367678833E-1,1.123339005E1,1.417701874E0
2.381713404E1,-2.446362762E0,1.150223099E1,7.265890503E-1
2.382713204E1,-4.256548462E0,1.153381531E1,3.905378723E-1
2.383713104E1,-5.689219208E0,1.132065857E1,5.472619629E-1
2.384712904E1,-6.039939880E0,1.128967300E1,2.760260010E-1
2.385712704E1,-5.174140320E0,1.121497833E1,-1.100212097E-1
2.386712604E1,-3.558699646E0,1.100915634E1,3.617976379E-1
2.387712404E1,-2.028282166E0,1.133562744E1,1.677112427E0
2.388712204E1,-1.040186920E0,1.199246155E1,3.004252625E0
2.389712104E1,-7.625143433E-1,1.340477463E1,3.536246338E0
2.390711904E1,-1.455273743E0,1.527139297E1,3.088227997E0
2.391711804E1,-2.752326508E0,1.716241058E1,1.860331421E0
2.392711604E1,-4.963079224E0,1.845931366E1,1.540296936E-1
2.393711404E1,-6.275549927E0,1.873444153E1,-5.896238708E-1
2.394711304E1,-4.411326599E0,1.616338806E1,-9.195378113E-1
2.395711104E1,-1.210083618E0,1.190354645E1,3.071612549E-1
2.396710904E1,8.304730225E-1,7.860603790E0,1.024469604E0
2.397710804E1,1.891616364E0,5.824687500E0,-5.837860107E-3
2.398710604E1,2.983445892E0,7.599097595E0,-1.175206146E0
2.399710504E1,3.408262482E0,1.053374496E1,-2.205214233E0
2.400710304E1,3.900289307E0,1.295735504E1,-2.114502869E0
2.401710104E1,4.678371277E0,1.507679764E1,-1.421444092E0
2.402710004E1,4.512366486E0,1.651231247E1,-5.695655823E-1
2.403709804E1,3.750001831E0,1.781370621E1,5.227130127E-1
2.404709604E1,3.129542084E0,1.887335266E1,1.402134247E0
2.405709504E1,2.852767639E0,1.888188492E1,1.935325470E0
2.406709304E1,2.590662689E0,1.767763916E1,2.116448822E0
2.407709204E1,2.309846649E0,1.578557373E1,2.004781036E0
2.408709004E1,1.927990723E0,1.362811020E1,1.837728424E0
2.409708804E1,1.228195953E0,1.142364441E1,1.480421448E0
2.410708704E1,2.136058044E-1,9.222022705E0,9.551637268E-1
2.411708504E1,-1.077010345E0,8.127947845E0,2.859054565E-1
2.412708304E1,-6.027964783E-1,8.156987457E0,-2.462529144E0
2.413708204E1,-1.224004669E0,7.750133514E0,-5.769901428E0
2.414708004E1,-3.026406555E0,7.750582581E0,-3.884721680E0
2.415707904E1,-5.309159546E0,8.406368866E0,-4.305047607E-1
2.416707704E1,-6.186934204E0,9.779313812E0,3.957769775E-1
2.417707504E1,-4.189487915E0,9.862989807E0,-1.332229614E-1
2.418707404E1,-2.014810181E0,8.853489075E0,-2.899470520E-1
2.419707204E1,-7.081773376E-1,7.090155945E0,1.088237000E-1
2.420707104E1,1.030157776E0,5.490731964E0,-5.016069031E-1
2.421706904E1,1.719324646E0,4.232448578E0,-7.776329041E-1
2.422706704E1,1.701960754E0,3.534599762E0,-3.396437073E-1
2.423706604E1,1.853595428E0,3.328029327E0,-1.156345367E0
2.424706404E1,1.915716248E0,3.336262207E0,-1.684147797E0
2.425706204E1,1.869612122E0,3.214116211E0,-1.505269775E0
2.426706104E1,1.508263550E0,2.949765930E0,-1.697919159E0
2.427705904E1,9.611512756E-1,2.500999146E0,-1.974843292E0
2.428705804E1,5.334906006E-1,2.011816406E0,-1.949396210E0
2.429705604E1,3.921844482E-1,1.828896790E0,-1.871109009E0
2.430705404E1,5.327421570E-1,1.755699005E0,-1.577719116E0
2.431705312E1,6.243516541E-1,1.695673828E0,-8.077203369E-1
2.432705113E1,8.071215820E-1,1.886826324E0,-1.086740112E-1
2.433704913E1,8.189469910E-1,2.441423035E0,6.459068298E-1
2.434704813E1,5.953120422E-1,3.256178741E0,1.796713715E0
2.435704613E1,7.321275330E-1,4.435426483E0,3.105442200E0
2.436704513E1,1.429527283E0,6.122268677E0,5.489534454E0
2.437704312E1,2.211950226E0,9.152567139E0,9.292226715E0
2.438704113E1,2.768941956E0,1.512170425E1,1.296633636E1
2.439704013E1,2.578088837E0,2.458098358E1,1.455692871E1
2.440703813E1,-1.217717743E0,3.182516922E1,1.349638412E1
2.441703713E1,-7.194339294E0,2.828024094E1,1.435050797E1
2.442703512E1,-5.692212982E0,2.052382050E1,1.153800659E1
2.443703313E1,8.400531006E-1,1.331196762E1,8.389004974E0
2.444703213E1,2.854563904E0,7.420219574E0,7.996371460E0
2.445703013E1,3.765270081E0,5.099445648E0,6.657256165E0
2.446702813E1,5.888305206E0,6.012696533E0,4.775369568E0
2.447702712E1,8.180488586E0,8.603209534E0,4.133354645E0
2.448702512E1,8.465944977E0,1.463581467E1,5.340444489E0
2.449702413E1,4.797673187E0,2.035272629E1,6.126459961E0
2.450702213E1,1.675765228E0,2.215018845E1,5.375471649E0
2.451702013E1,-2.230960693E0,1.915252213E1,-6.509962463E-1
2.452701913E1,-2.799628143E0,1.270827301E1,-6.786437531E0
2.453701712E1,-1.494192810E0,5.505102081E0,-7.783065033E0
2.454701612E1,1.445094910E0,2.492317200E0,-7.243137817E0
2.455701413E1,4.939278717E0,4.542902985E0,-4.227508850E0
2.456701213E1,5.547164612E0,5.953569489E0,-4.721182251E-1
2.457701113E1,3.898343353E0,5.699996796E0,-1.232237549E0
2.458700912E1,1.832339630E0,5.837261353E0,-4.519850922E0
2.459700812E1,-1.407073975E-1,6.785389709E0,-7.035070496E0
2.460700613E1,-1.511407013E0,8.393795013E0,-7.359595642E0
2.461700413E1,-1.635349274E0,9.094338226E0,-5.706283722E0
2.462700313E1,-9.300160217E-1,8.221802673E0,-3.868106232E0
2.463700113E1,-9.580078125E-2,8.101452942E0,-2.370620270E0
2.464699912E1,-7.626640320E-1,1.025996429E1,-1.839973755E0
2.465699812E1,-2.550695801E0,1.620455246E1,-1.617087250E0
2.466699613E1,-5.196144562E0,2.063069824E1,-7.737409973E-1
2.467699513E1,-6.744824066E0,1.795351547E1,-6.123765564E-1
2.468699313E1,-7.225175171E0,1.280901352E1,8.909472656E-1
2.469699112E1,-5.643713837E0,8.966204681E0,2.552342377E0
2.470699012E1,-3.036435699E0,7.600594482E0,3.203188934E0
2.471698813E1,-6.113287354E-1,7.682623901E0,3.695215759E0
2.472698613E1,1.171912994E0,7.456294556E0,4.905149689E0
2.473698513E1,1.844314728E0,7.440577240E0,5.714666290E0
2.474698313E1,2.120191040E0,7.303911438E0,4.428091736E0
2.475698212E1,3.155288544E0,7.151678009E0,7.117698669E-1
2.476698012E1,3.164868622E0,7.068151703E0,-2.255359955E0
2.477697813E1,2.172282715E0,7.313790894E0,-3.193908234E0
2.478697713E1,1.377136230E0,8.010891266E0,-2.703827362E0
2.479697513E1,4.553530884E-1,8.667875061E0,-2.264490967E0
2.480697312E1,-5.481600952E-1,9.056017914E0,-2.333048401E0
2.481697212E1,-1.357527008E0,9.279952240E0,-2.298470306E0
2.482697013E1,-1.890718231E0,9.518106995E0,-1.463506622E0
2.483696913E1,-1.677411804E0,9.583670654E0,-1.448986816E-1
2.484696713E1,-1.191671906E0,9.299411774E0,8.674461365E-1
2.485696512E1,-8.689430237E-1,8.909472656E0,1.422042847E0
2.486696412E1,-7.914042664E-1,8.345146179E0,1.904339905E0
2.487696213E1,-8.038284302E-1,7.837102661E0,2.036664734E0
2.488696013E1,-6.987469482E-1,7.483837280E0,7.011419678E-1
2.489695913E1,-5.502557373E-1,7.366930389E0,-6.262976074E-1
2.490695713E1,-1.251397705E-1,7.770042114E0,-6.246510315E-1
2.491695613E1,3.254232788E-1,8.175548859E0,5.010081482E-1
2.492695412E1,6.336323547E-1,8.414452057E0,1.388063507E0
2.493695213E1,7.809260559E-1,8.871302032E0,1.655257874E0
2.494695113E1,6.920109558E-1,9.723180542E0,1.547931061E0
2.495694913E1,5.686674500E-1,1.062939606E1,1.488654327E0
2.496694712E1,9.924362183E-2,1.111947693E1,1.694775696E0
2.497694612E1,-4.742138672E-1,1.121452927E1,1.864223328E0
2.498694413E1,-1.136137390E0,1.121887024E1,1.771715698E0
2.499694313E1,-2.084265747E0,1.139071289E1,1.503024445E0
2.500694113E1,-3.379522247E0,1.167586990E1,1.204844513E0
2.501693913E1,-4.683909760E0,1.167766617E1,1.243164825E0
2.502693813E1,-5.491929474E0,1.141271713E1,1.366658020E0
2.503693612E1,-5.491181030E0,1.090153015E1,1.299896851E0
2.504693413E1,-4.686454468E0,1.045890060E1,1.407373352E0
