"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.173283050E1,-2.787115276E-1,1.228537485E-1,-5.281692147E-1
1.174282850E1,-7.901117802E-1,-5.658349395E-1,-5.507599115E-1
1.175282750E1,-9.115388989E-1,-1.121792078E0,-3.936728537E-1
1.176282550E1,-7.932068706E-1,-1.330297709E0,-2.403232604E-1
1.177282450E1,-6.860963702E-1,-1.208527327E0,-4.985744506E-2
1.178282250E1,-7.154288292E-1,-9.305608273E-1,3.038269877E-1
1.179282050E1,-8.822625875E-1,-7.264820337E-1,1.023278594E0
1.180281950E1,-1.053583503E0,-9.692427516E-1,1.607184172E0
1.181281750E1,-1.082662463E0,-6.745378375E-1,1.493489027E0
1.182281650E1,-1.002318501E0,2.343898416E-1,1.150740266E0
1.183281450E1,-7.146124840E-1,1.277392864E0,7.358264327E-1
1.184281250E1,-3.674366176E-1,2.125485897E0,3.195753992E-1
1.185281150E1,-7.573286444E-2,2.683292627E0,2.026506662E-1
1.186280950E1,2.799038589E-1,2.712351561E0,2.512399852E-1
1.187280850E1,6.662555337E-1,2.095666647E0,3.640717268E-1
1.188280650E1,1.187730074E0,1.516715407E0,5.958957076E-1
1.189280450E1,1.656575322E0,1.624080181E0,1.002521038E0
1.190280350E1,1.953024149E0,2.419702053E0,1.498754025E0
1.191280150E1,2.006289721E0,3.287881613E0,1.949099898E0
1.192280050E1,2.006023169E0,3.590288162E0,2.224242926E0
1.193279850E1,1.734749079E0,3.331329823E0,2.170691490E0
1.194279650E1,1.050723195E0,2.527520180E0,1.390948653E0
1.195279550E1,3.281439245E-1,1.606510997E0,1.238787360E-2
1.196279350E1,2.070370615E-1,1.191768885E0,-1.367196321E0
1.197279250E1,1.328307152E0,1.236990452E0,-2.181346416E0
1.198279050E1,3.007782698E0,1.005439520E0,-2.351705313E0
1.199278850E1,4.045407772E0,2.936573029E-1,-2.222761393E0
1.200278750E1,4.357577801E0,-4.529787898E-1,-1.726330638E0
1.201278550E1,3.886790514E0,-6.729639173E-1,-9.469161034E-1
1.202278350E1,2.662863255E0,-1.318239234E-2,-4.945051670E-1
1.203278250E1,1.451824307E0,9.459438920E-1,-5.344172120E-1
1.204278050E1,8.420587182E-1,1.681508183E0,-5.118727684E-1
1.205277950E1,8.237378001E-1,2.116224289E0,-2.577928603E-1
1.206277750E1,9.313658476E-1,2.167800665E0,-1.538332403E-1
1.207277550E1,9.071246982E-1,1.984249949E0,-1.081930548E-1
1.208277450E1,8.321463466E-1,1.759911418E0,-1.665496454E-2
1.209277250E1,6.793906689E-1,1.977354288E0,6.149603054E-2
1.210277150E1,6.141987443E-1,2.381455183E0,2.100914568E-1
1.211276950E1,6.915798187E-1,2.401787996E0,2.904994786E-1
1.212276750E1,9.039258957E-1,2.052280188E0,3.256393969E-1
1.213276650E1,1.089726686E0,1.518993855E0,3.678856492E-1
1.214276450E1,1.218070269E0,1.021217465E0,4.435306191E-1
1.215276350E1,1.327559471E0,7.183777094E-1,5.223357081E-1
1.216276150E1,1.398199558E0,6.791338921E-1,5.515661836E-1
1.217275950E1,1.385151148E0,8.265571594E-1,5.334250331E-1
1.218275850E1,1.309157968E0,9.576303363E-1,5.693722963E-1
1.219275650E1,1.248389959E0,1.055864573E0,6.337648630E-1
1.220275550E1,1.238053203E0,1.069580913E0,6.779777408E-1
1.221275350E1,1.219210505E0,9.359862208E-1,7.134467959E-1
1.222275150E1,1.121747851E0,7.521972060E-1,7.090302110E-1
1.223275050E1,9.342685342E-1,5.582959056E-1,6.435350776E-1
1.224274850E1,7.379191518E-1,4.420615435E-1,5.505273342E-1
1.225274750E1,5.787028670E-1,4.560140967E-1,4.364050031E-1
1.226274550E1,4.304615855E-1,6.146140099E-1,3.310470283E-1
1.227274350E1,2.790781856E-1,8.795071840E-1,2.530614138E-1
1.228274250E1,1.511519104E-1,1.112788320E0,1.554003507E-1
1.229274050E1,4.246511683E-2,9.666399360E-1,-4.274015874E-2
1.230273950E1,2.524294704E-2,5.249381661E-1,-2.913587093E-1
1.231274104E1,2.654336765E-2,1.773812920E-1,-4.529774487E-1
1.232273904E1,-1.112166978E-2,1.996334642E-1,-4.751219451E-1
1.233273804E1,-1.706687212E-1,4.240441918E-1,-3.612435758E-1
1.234273604E1,-4.898760915E-1,6.143953800E-1,-1.309756637E-1
1.235273404E1,-9.699087143E-1,5.395773053E-1,1.214163750E-1
1.236273304E1,-1.359695435E0,-2.957889140E-1,2.408629209E-1
1.237273104E1,-1.635425329E0,-1.266121984E0,1.282849759E-1
1.238273004E1,-1.870581508E0,-1.670141459E0,-1.794428527E-1
1.239272804E1,-2.122236729E0,-1.768429875E0,-6.056287885E-1
1.240272604E1,-2.406455994E0,-1.756934166E0,-9.561545253E-1
1.241272504E1,-2.600532055E0,-1.715864182E0,-1.016740561E0
1.242272304E1,-2.883685827E0,-1.361526847E0,-1.051032305E0
1.243272204E1,-3.079156160E0,-8.816934228E-1,-1.187004685E0
1.244272004E1,-3.073963165E0,-6.108649969E-1,-1.249166727E0
1.245271804E1,-3.010623932E0,-4.664172828E-1,-1.186450958E0
1.246271704E1,-2.954374075E0,-4.179435968E-1,-1.042369246E0
1.247271504E1,-2.905772209E0,-5.282368660E-1,-9.034952521E-1
1.248271404E1,-2.857961416E0,-7.819712162E-1,-7.510093451E-1
1.249271204E1,-2.731488705E0,-1.049727917E0,-4.631810486E-1
1.250271004E1,-2.528444529E0,-1.208487749E0,-3.354919702E-2
1.251270904E1,-2.267108679E0,-1.220163345E0,4.789886773E-1
1.252270704E1,-2.053205967E0,-1.191481352E0,8.593104482E-1
1.253270504E1,-1.924423575E0,-1.159528732E0,9.669796228E-1
1.254270404E1,-1.923029542E0,-1.153043270E0,8.750796914E-1
1.255270204E1,-2.009284973E0,-9.811702371E-1,7.242155671E-1
1.256270104E1,-2.144756079E0,-5.805842876E-1,4.994309843E-1
1.257269904E1,-2.052768707E0,-2.651131749E-1,1.861074120E-1
1.258269704E1,-1.316039085E0,-1.094512939E0,-2.308103591E-1
1.259269604E1,-6.707825065E-1,-2.717453957E0,-4.844245315E-1
1.260269404E1,-1.190732002E0,-3.731619835E0,-6.920629144E-1
1.261269304E1,-2.158286810E0,-3.611124516E0,-7.802247405E-1
1.262269104E1,-2.631289959E0,-3.097027063E0,-8.010145426E-1
1.263268904E1,-2.548192978E0,-2.604429722E0,-8.687981367E-1
1.264268804E1,-2.206153154E0,-2.517709017E0,-1.035574198E0
1.265268604E1,-1.847414255E0,-2.553735733E0,-1.110672712E0
1.266268504E1,-1.464227438E0,-2.389084101E0,-9.065496922E-1
1.267268304E1,-1.063027263E0,-2.373052835E0,-7.770271301E-1
1.268268104E1,-6.641536951E-1,-2.352697849E0,-7.546115518E-1
1.269268004E1,-2.074923813E-1,-2.293418884E0,-7.601341605E-1
1.270267804E1,2.228710204E-1,-2.194424629E0,-7.564840317E-1
1.271267704E1,6.013376713E-1,-1.917422771E0,-7.300412655E-1
1.272267504E1,9.344335794E-1,-1.486971498E0,-7.456668019E-1
1.273267304E1,1.210994840E0,-1.016013265E0,-7.891610265E-1
1.274267204E1,1.463934064E0,-6.299944520E-1,-8.415858150E-1
1.275267004E1,1.749610305E0,-3.312386274E-1,-8.947760463E-1
1.276266904E1,2.024759769E0,-9.607673436E-2,-9.115080237E-1
1.277266704E1,2.227640629E0,9.263113141E-2,-9.148926139E-1
1.278266504E1,2.281449318E0,3.556912541E-1,-8.504658937E-1
1.279266404E1,2.167642117E0,5.767698288E-1,-7.923946381E-1
1.280266204E1,1.899658442E0,6.864389181E-1,-7.245004177E-1
1.281266104E1,1.526527762E0,5.483918190E-1,-4.868258238E-1
1.282265904E1,1.201353073E0,1.947580427E-1,-1.738498360E-1
1.283265704E1,9.493722320E-1,-9.157065302E-2,-2.496954054E-2
1.284265604E1,5.063912272E-1,-4.106329381E-1,-2.349905819E-1
1.285265404E1,-1.101774052E-1,-8.284869194E-1,-5.205179453E-1
1.286265304E1,-5.805093050E-1,-1.054550052E0,-5.952013731E-1
1.287265104E1,-7.177569270E-1,-1.000905395E0,-4.772998095E-1
1.288264904E1,-6.570146680E-1,-7.332103252E-1,-3.174715936E-1
1.289264804E1,-6.016662121E-1,-3.323515952E-1,-9.558553994E-2
1.290264604E1,-5.587344766E-1,-1.363084614E-1,2.017071396E-1
1.291264504E1,-5.940994024E-1,-2.274050862E-1,5.810701251E-1
1.292264304E1,-7.576445937E-1,-4.751328230E-1,9.391683936E-1
1.293264104E1,-9.539217353E-1,-6.698597074E-1,1.193489313E0
1.294264004E1,-9.257355332E-1,-1.008408517E-2,1.217409968E0
1.295263804E1,-7.012227774E-1,1.226610422E0,1.041474342E0
1.296263704E1,-2.392105758E-1,2.321409464E0,7.827695608E-1
1.297263504E1,1.368101984E-1,2.715290308E0,5.785450339E-1
1.298263304E1,3.376936316E-1,2.409135342E0,5.514757633E-1
1.299263204E1,5.387654901E-1,1.600624800E0,5.923717618E-1
1.300263004E1,7.988595366E-1,9.166325927E-1,7.014464736E-1
1.301262804E1,1.093890548E0,9.146056771E-1,8.800159097E-1
1.302262704E1,1.442113400E0,1.430689096E0,1.045765400E0
1.303262504E1,1.788177252E0,2.120097399E0,1.243542910E0
1.304262404E1,1.971725106E0,2.688550472E0,1.496513128E0
1.305262204E1,1.983374476E0,3.003316641E0,1.664100051E0
1.306262004E1,1.778539896E0,3.091214895E0,1.779614687E0
1.307261904E1,1.376457930E0,3.047776461E0,1.734890819E0
1.308261704E1,8.009949327E-1,2.561436892E0,1.265312314E0
1.309261604E1,1.715057045E-1,1.662124753E0,2.005137056E-1
1.310261404E1,-8.372884989E-2,9.895521998E-1,-1.137281656E0
1.311261204E1,7.553490400E-1,9.354149103E-1,-1.948580861E0
1.312261104E1,2.335795641E0,8.452533484E-1,-1.849588990E0
1.313260904E1,3.386959076E0,3.982968926E-1,-1.536056280E0
1.314260804E1,3.742015362E0,-5.885441229E-2,-1.070510626E0
1.315260604E1,3.267914057E0,1.796295196E-1,-7.699332833E-1
1.316260404E1,2.389752388E0,7.779681087E-1,-6.984366775E-1
1.317260304E1,1.614287138E0,1.307791233E0,-5.245402455E-1
1.318260104E1,1.275529265E0,1.297469378E0,-2.623245120E-1
1.319260004E1,1.172358394E0,1.096697688E0,-7.681404799E-2
1.320259804E1,1.130407453E0,7.994341850E-1,3.164887801E-2
1.321259604E1,9.898609519E-1,7.129368782E-1,1.002737433E-1
1.322259504E1,8.796024323E-1,9.903696775E-1,1.873241663E-1
1.323259304E1,8.162018657E-1,1.607596397E0,2.306876183E-1
1.324259104E1,8.654320240E-1,2.220136404E0,2.582786977E-1
1.325259004E1,9.671336412E-1,2.365115166E0,1.641751081E-1
1.326258804E1,1.096832156E0,2.045334816E0,9.340379387E-2
1.327258704E1,1.204806805E0,1.529817462E0,1.137540713E-1
1.328258504E1,1.291471720E0,9.887611270E-1,1.574225277E-1
1.329258304E1,1.302081704E0,7.527110577E-1,1.678493321E-1
1.330258204E1,1.262929320E0,9.227659106E-1,1.724061370E-1
1.331257588E1,1.241931438E0,1.316768527E0,2.563931644E-1
1.332257488E1,1.184277296E0,1.525466681E0,3.768006861E-1
1.333257288E1,1.128052354E0,1.408700943E0,4.984664023E-1
1.334257088E1,1.126480341E0,1.125151992E0,5.993897915E-1
1.335256987E1,1.160341859E0,9.058915377E-1,7.120140791E-1
1.336256787E1,1.135212183E0,8.740268350E-1,7.914797068E-1
1.337256688E1,1.008988738E0,9.106330276E-1,7.931383252E-1
1.338256488E1,8.014037013E-1,9.453708529E-1,7.241859436E-1
1.339256288E1,5.219654441E-1,9.626345634E-1,6.163601875E-1
1.340256188E1,2.581130862E-1,1.070820451E0,5.272305608E-1
1.341255987E1,9.286954254E-2,1.198678374E0,4.099624753E-1
1.342255887E1,4.548218101E-2,1.225589633E0,2.515615523E-1
1.343255688E1,1.276305765E-1,1.086221933E0,2.233448066E-2
1.344255488E1,2.402458042E-1,7.096155286E-1,-2.092585415E-1
1.345255388E1,3.221246898E-1,3.211644292E-1,-2.851439714E-1
1.346255187E1,2.571399212E-1,-1.898873597E-2,-2.738853097E-1
1.347254987E1,1.400559209E-3,-1.511784643E-1,-2.005809844E-1
1.348254888E1,-4.039842188E-1,5.632852390E-2,-6.577365100E-2
1.349254688E1,-8.616018295E-1,3.509939611E-1,1.035828888E-1
1.350254588E1,-1.081147552E0,9.187625349E-2,6.819012761E-2
1.351254388E1,-1.157649517E0,-7.016573548E-1,-1.675997525E-1
1.352254187E1,-1.307637811E0,-1.629063606E0,-3.104604781E-1
1.353254087E1,-1.549764752E0,-2.350801229E0,-5.392127037E-1
1.354253888E1,-1.913003445E0,-2.660498381E0,-7.802447081E-1
1.355253788E1,-2.373481750E0,-2.357045174E0,-8.361181021E-1
1.356253588E1,-2.818748713E0,-1.675774574E0,-8.695070744E-1
1.357253387E1,-3.008561134E0,-1.089442372E0,-9.797600508E-1
1.358253287E1,-2.996694326E0,-7.981918454E-1,-1.125624061E0
1.359253088E1,-3.000407934E0,-6.290137172E-1,-1.210071325E0
1.360252988E1,-3.073584557E0,-5.343710184E-1,-1.223079920E0
1.361252788E1,-3.138029337E0,-5.807344913E-1,-1.186773539E0
1.362252588E1,-3.103184938E0,-8.035554886E-1,-1.096847653E0
1.363252487E1,-2.951338291E0,-1.097944260E0,-8.004460931E-1
1.364252287E1,-2.697116613E0,-1.335510015E0,-2.578345537E-1
1.365252088E1,-2.428101301E0,-1.502895713E0,3.408856094E-1
1.366251988E1,-2.216228247E0,-1.513942242E0,7.511437535E-1
1.367251788E1,-2.107880116E0,-1.424831748E0,9.778392315E-1
1.368251688E1,-2.083735228E0,-1.285403967E0,1.041270256E0
1.369251487E1,-2.088973284E0,-1.073935866E0,1.044102788E0
1.370251288E1,-2.112433672E0,-7.905130386E-1,8.469308615E-1
1.371251188E1,-1.681785226E0,-8.844491243E-1,4.059060514E-1
1.372250988E1,-7.968088388E-1,-1.810848475E0,-4.230040684E-2
1.373250888E1,-2.277067751E-1,-3.284287453E0,-4.091127515E-1
1.374250687E1,-1.087539315E0,-3.546193123E0,-8.338525891E-1
1.375250487E1,-2.134273767E0,-3.010396004E0,-9.605844617E-1
1.376250388E1,-2.700345516E0,-2.285865545E0,-8.598583341E-1
1.377250188E1,-2.713356256E0,-2.140900373E0,-8.929523826E-1
1.378250088E1,-2.417723894E0,-2.530504465E0,-1.072950482E0
1.379249888E1,-2.188344955E0,-2.425116539E0,-9.681901932E-1
1.380249687E1,-1.896852374E0,-2.611793041E0,-6.472142935E-1
1.381249587E1,-1.410760522E0,-2.811394453E0,-5.408505797E-1
1.382249388E1,-8.271781802E-1,-2.782714367E0,-6.478785872E-1
1.383249288E1,-2.742619514E-1,-2.787585974E0,-6.861197352E-1
1.384249088E1,2.035973817E-1,-2.719423294E0,-6.381322742E-1
1.385248887E1,6.103907228E-1,-2.401697397E0,-5.532693267E-1
1.386248787E1,9.514152408E-1,-1.921373248E0,-5.158091187E-1
1.387248588E1,1.194651008E0,-1.302394390E0,-5.421618819E-1
1.388248488E1,1.412905455E0,-7.001116276E-1,-5.854045153E-1
1.389248288E1,1.615395427E0,-2.624900639E-1,-6.440212131E-1
1.390248088E1,1.843875289E0,2.394754440E-2,-7.133327127E-1
1.391247987E1,2.081449747E0,2.511104047E-1,-8.142808676E-1
1.392247787E1,2.291031599E0,4.625457823E-1,-8.977942467E-1
1.393247588E1,2.384720325E0,6.336057186E-1,-1.039632559E0
1.394247488E1,2.317699909E0,8.944389224E-1,-1.081900597E0
1.395247288E1,2.055336952E0,9.736988544E-1,-9.277679920E-1
1.396247188E1,1.675952077E0,8.059749007E-1,-5.018463135E-1
1.397246987E1,1.404637218E0,7.513518333E-1,3.015872091E-2
1.398246788E1,9.233076572E-1,6.821441650E-1,2.583295405E-1
1.399246688E1,-4.189490899E-2,1.687218845E-1,-1.553326249E-1
1.400246488E1,-8.651517034E-1,-7.296110392E-1,-5.519271493E-1
1.401246388E1,-1.134022951E0,-1.277274489E0,-5.364962816E-1
1.402246187E1,-9.917774200E-1,-1.435283184E0,-3.491462171E-1
1.403245988E1,-7.679962516E-1,-1.218869090E0,-6.587027758E-2
1.404245888E1,-6.537280679E-1,-9.660130739E-1,2.567589283E-1
1.405245688E1,-6.979383826E-1,-7.619773746E-1,6.390740275E-1
1.406245588E1,-8.066107035E-1,-8.110907674E-1,1.036605835E0
1.407245388E1,-9.975955486E-1,-8.111016750E-1,1.137142301E0
1.408245187E1,-1.143334627E0,-1.365960240E-1,9.179630280E-1
1.409245087E1,-7.384710312E-1,1.154615283E0,6.761131287E-1
1.410244888E1,-1.414463073E-1,2.580481291E0,4.241558015E-1
1.411244788E1,2.713572383E-1,3.248062372E0,1.923936903E-1
1.412244588E1,5.212028027E-1,3.051531315E0,1.920903027E-1
1.413244387E1,6.903427839E-1,2.078524113E0,3.495294750E-1
1.414244287E1,8.339210153E-1,1.009364128E0,5.621560216E-1
1.415244088E1,1.122801900E0,6.925089359E-1,7.666891813E-1
1.416243988E1,1.547622919E0,1.046412349E0,9.946483970E-1
1.417243788E1,1.902570605E0,1.810657263E0,1.296523452E0
1.418243588E1,2.068763256E0,2.465943575E0,1.757158399E0
1.419243487E1,2.074172497E0,2.831411123E0,2.119727612E0
1.420243287E1,1.971152425E0,2.713557720E0,2.247474194E0
1.421243188E1,1.634423971E0,2.397192240E0,2.193089724E0
1.422242988E1,1.003740191E0,1.714800596E0,1.572491646E0
1.423242788E1,2.751404941E-1,6.509526968E-1,3.004448116E-1
1.424242688E1,-1.142568439E-1,-5.143603310E-2,-1.123278379E0
1.425242487E1,1.609891057E-1,-6.930904090E-2,-2.284490824E0
1.426242288E1,1.793185949E0,5.996003151E-1,-2.205128431E0
1.427242188E1,3.139998198E0,9.477415681E-1,-1.663592219E0
1.428241988E1,3.852822065E0,8.066343069E-1,-1.073225498E0
1.429241888E1,3.793331146E0,8.442327976E-1,-7.356154919E-1
1.430241687E1,3.033783913E0,1.153619289E0,-7.719457150E-1
1.431241900E1,1.978250504E0,1.329339981E0,-7.365357876E-1
1.432241800E1,1.114813447E0,1.002049685E0,-5.191015005E-1
1.433241600E1,7.507677674E-1,8.177366853E-1,-2.323040664E-1
1.434241500E1,7.780482173E-1,7.674255371E-1,-1.762643084E-2
1.435241300E1,8.066747785E-1,7.936782241E-1,1.201008037E-1
1.436241100E1,6.805545688E-1,8.254554272E-1,2.381289899E-1
1.437241000E1,5.233316422E-1,1.074810147E0,2.676586509E-1
1.438240800E1,5.385835767E-1,1.425525546E0,2.458316684E-1
1.439240700E1,6.715650558E-1,1.690609455E0,1.651243120E-1
1.440240500E1,8.224651814E-1,1.718071461E0,1.197932214E-1
1.441240300E1,9.326941967E-1,1.506262183E0,1.412093043E-1
1.442240200E1,1.028615594E0,1.238196373E0,1.897029132E-1
1.443240000E1,1.150370955E0,1.029620767E0,2.290364802E-1
1.444239900E1,1.230448842E0,8.767858744E-1,1.809864342E-1
1.445239700E1,1.231107116E0,7.567319274E-1,1.471456438E-1
1.446239500E1,1.203696132E0,6.252029538E-1,2.201889604E-1
1.447239400E1,1.275795579E0,5.947774053E-1,3.800396323E-1
1.448239200E1,1.355586529E0,5.312749147E-1,5.606067181E-1
1.449239000E1,1.358957767E0,3.494825065E-1,6.891708374E-1
1.450238900E1,1.296845675E0,2.057301104E-1,7.753691077E-1
1.451238700E1,1.190749049E0,1.742731184E-1,7.904157043E-1
1.452238600E1,1.049146414E0,2.274512500E-1,7.098407149E-1
1.453238400E1,8.947146535E-1,3.668850362E-1,5.567728877E-1
1.454238200E1,7.379078269E-1,6.179677248E-1,3.924296498E-1
1.455238100E1,5.544551611E-1,9.144561291E-1,2.806245387E-1
1.456237900E1,3.047208786E-1,1.265259266E0,2.445132881E-1
1.457237800E1,5.337812379E-2,1.359423280E0,1.646629274E-1
1.458237600E1,-9.187790006E-2,9.341691136E-1,2.769397805E-3
1.459237400E1,-2.988989837E-2,2.911464870E-1,-1.806081533E-1
1.460237300E1,6.039139628E-2,-1.657421142E-1,-3.022902608E-1
1.461237100E1,-8.497485518E-2,-3.666131496E-1,-3.155868948E-1
1.462237000E1,-5.150918961E-1,-3.636771441E-1,-2.527469099E-1
1.463236800E1,-9.384359717E-1,-6.125117540E-1,-3.482553065E-1
1.464236600E1,-1.180208683E0,-1.303018570E0,-3.890400231E-1
1.465236500E1,-1.400816441E0,-1.905210972E0,-4.579938054E-1
1.466236300E1,-1.722208858E0,-2.056816816E0,-6.473587155E-1
1.467236100E1,-2.219932556E0,-1.952002645E0,-8.404392600E-1
1.468236000E1,-2.741660357E0,-1.655138135E0,-8.115124106E-1
1.469235800E1,-3.133063078E0,-1.246763110E0,-8.141739368E-1
1.470235700E1,-3.320197344E0,-8.988893032E-1,-8.980882764E-1
1.471235500E1,-3.328059673E0,-6.527727246E-1,-1.003180861E0
1.472235300E1,-3.314127922E0,-4.778917432E-1,-1.047739267E0
1.473235200E1,-3.303323507E0,-3.516525924E-1,-9.572532177E-1
1.474235000E1,-3.228414536E0,-2.809155881E-1,-7.546659708E-1
1.475234900E1,-3.063740969E0,-3.669010699E-1,-5.407627225E-1
1.476234700E1,-2.854112148E0,-6.098106503E-1,-3.583961725E-1
1.477234500E1,-2.654965639E0,-9.156422019E-1,-1.674054265E-1
1.478234400E1,-2.476992369E0,-1.046870470E0,9.625978023E-2
1.479234200E1,-2.375010252E0,-9.529960752E-1,3.931079805E-1
1.480234100E1,-2.378875971E0,-8.308436275E-1,5.667961836E-1
1.481233900E1,-2.407917023E0,-7.378205061E-1,5.429113507E-1
1.482233700E1,-2.444249153E0,-6.185536981E-1,3.821223080E-1
1.483233600E1,-2.370754480E0,-3.307562172E-1,1.328139603E-1
1.484233400E1,-1.892909288E0,4.862517118E-2,-3.355878890E-1
1.485233200E1,-1.200968623E0,-9.388611317E-1,-3.896487057E-1
1.486233100E1,-4.745041430E-1,-2.737361193E0,-4.636440873E-1
1.487232900E1,-6.106696725E-1,-3.723185062E0,-7.963123322E-1
1.488232800E1,-1.566848755E0,-3.141005516E0,-9.896203876E-1
1.489232600E1,-2.177706718E0,-2.204767942E0,-1.025896430E0
1.490232400E1,-2.163418293E0,-2.003044844E0,-1.050505638E0
1.491232300E1,-1.803122044E0,-2.651005268E0,-1.080852628E0
1.492232100E1,-1.561033487E0,-2.857662916E0,-1.145640135E0
1.493232000E1,-1.354059577E0,-2.835485697E0,-1.159840822E0
1.494231800E1,-9.921700358E-1,-3.054306269E0,-1.131569862E0
1.495231600E1,-5.205380321E-1,-3.075116158E0,-1.134268880E0
1.496231500E1,-7.214714587E-2,-2.973164082E0,-1.095922470E0
1.497231300E1,2.911431789E-1,-2.729467392E0,-9.776442647E-1
1.498231200E1,6.597006917E-1,-2.467914104E0,-8.397007585E-1
1.499231000E1,9.792688489E-1,-2.114310265E0,-7.636158466E-1
1.500230800E1,1.247815490E0,-1.577913284E0,-7.227202058E-1
1.501230700E1,1.507038355E0,-9.359233379E-1,-7.381668091E-1
1.502230500E1,1.748672724E0,-3.563546240E-1,-7.511122823E-1
1.503230400E1,1.983635187E0,-2.330181003E-2,-7.654864192E-1
1.504230200E1,2.213489771E0,8.118990064E-2,-8.716081381E-1
1.505230000E1,2.442756414E0,2.369930744E-1,-9.753305912E-1
1.506229900E1,2.635313749E0,3.673353791E-1,-1.014002323E0
1.507229700E1,2.662196159E0,4.964965582E-1,-9.543842673E-1
1.508229600E1,2.448527575E0,7.978324294E-1,-7.424623966E-1
1.509229400E1,2.022923946E0,1.227687478E0,-2.569559216E-1
1.510229200E1,1.499444366E0,1.697543502E0,3.335878551E-1
1.511229100E1,4.244940579E-1,1.646122575E0,3.862875700E-1
1.512228900E1,-8.057191968E-1,4.025022984E-1,-3.553073704E-1
1.513228800E1,-1.482354403E0,-7.451984286E-1,-6.725441813E-1
1.514228600E1,-1.560843110E0,-1.487304330E0,-6.048929095E-1
1.515228400E1,-1.370787382E0,-1.793910623E0,-3.496755660E-1
1.516228300E1,-1.061706543E0,-1.588588476E0,1.739803515E-2
1.517228100E1,-8.752093315E-1,-1.008465767E0,3.965706527E-1
1.518228000E1,-7.574815750E-1,-7.408972979E-1,9.915929437E-1
1.519227800E1,-7.378844619E-1,-1.039567828E0,1.553754091E0
1.520227600E1,-1.457205057E0,-8.020160198E-1,1.423805714E0
1.521227500E1,-2.042158127E0,-1.035106853E-1,9.995776415E-1
1.522227300E1,-1.218763590E0,1.569600701E0,5.771333575E-1
1.523227200E1,-5.978596210E-1,2.880622864E0,1.892516613E-1
1.524227000E1,-8.928199112E-2,3.223828793E0,-9.807212651E-2
1.525226800E1,3.575580716E-1,2.698666334E0,-5.301063880E-2
1.526226700E1,6.023784876E-1,1.398846149E0,2.072904855E-1
1.527226500E1,7.921401858E-1,5.190871358E-1,5.904924273E-1
1.528226300E1,1.138960123E0,6.739851832E-1,9.926244617E-1
1.529226200E1,1.580747724E0,1.320089698E0,1.409574270E0
1.530226000E1,1.934347272E0,1.945693851E0,1.808205485E0
1.531225517E1,1.991243601E0,2.451123476E0,2.231399775E0
1.532225317E1,1.934534788E0,2.738676786E0,2.507204294E0
1.533225117E1,1.663379192E0,2.773907185E0,2.552200079E0
1.534225017E1,1.047597408E0,2.531893730E0,2.281678915E0
1.535224817E1,3.190553486E-1,1.814954758E0,1.274847150E0
1.536224717E1,-7.370720804E-2,9.357239008E-1,-2.573162019E-1
1.537224517E1,8.056872487E-1,7.571908832E-1,-1.407162428E0
