"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.145126492E1,-1.231728718E-1,9.844395518E-1,3.015827239E-1
2.146126392E1,-2.791144848E-1,1.229620457E0,1.444984227E-1
2.147126192E1,-3.135917783E-1,1.300034881E0,-3.657735884E-2
2.148125992E1,-2.296895683E-1,1.161990047E0,-2.564387619E-1
2.149125892E1,-1.015188545E-2,7.961375117E-1,-5.294972062E-1
2.150125692E1,2.351467311E-1,2.408020943E-1,-6.932684183E-1
2.151125592E1,2.259239405E-1,-1.890653819E-1,-6.832584143E-1
2.152125392E1,-1.340468675E-1,-2.684642375E-1,-4.984551668E-1
2.153125192E1,-6.989078522E-1,-1.071427166E-1,-1.072985679E-1
2.154125092E1,-1.237699270E0,-2.564119697E-1,1.735295653E-1
2.155124892E1,-1.560285568E0,-8.375169039E-1,1.196295768E-1
2.156124692E1,-1.752151847E0,-1.525416613E0,1.165785128E-3
2.157124592E1,-1.964749813E0,-2.086654186E0,-1.761168540E-1
2.158124392E1,-2.150892973E0,-2.387756586E0,-4.145098329E-1
2.159124292E1,-2.386023760E0,-2.171944857E0,-5.637866855E-1
2.160124092E1,-2.759632826E0,-1.649070382E0,-7.100891471E-1
2.161123892E1,-3.167257786E0,-1.134512782E0,-8.731814027E-1
2.162123792E1,-3.403123140E0,-8.140439987E-1,-1.028239727E0
2.163123592E1,-3.458446741E0,-6.937844157E-1,-1.151211381E0
2.164123392E1,-3.384017467E0,-5.974814892E-1,-1.264936924E0
2.165123292E1,-3.274565458E0,-5.445780754E-1,-1.317850232E0
2.166123092E1,-3.136452198E0,-5.358762741E-1,-1.277552605E0
2.167122992E1,-2.922284126E0,-5.342738628E-1,-1.135885239E0
2.168122792E1,-2.686637878E0,-5.216383934E-1,-8.541598916E-1
2.169122592E1,-2.477693081E0,-5.158199072E-1,-4.175522327E-1
2.170122492E1,-2.256900311E0,-5.338435173E-1,4.176595435E-2
2.171122292E1,-2.015118122E0,-6.698269248E-1,3.886027336E-1
2.172122192E1,-1.786714435E0,-9.539250135E-1,5.677886009E-1
2.173121992E1,-1.601020455E0,-1.497082829E0,5.741794109E-1
2.174121792E1,-1.555784583E0,-2.056521893E0,4.342052341E-1
2.175121692E1,-1.841724396E0,-2.131124973E0,2.286358178E-1
2.176121492E1,-2.197099209E0,-1.947448730E0,5.830852687E-2
2.177121292E1,-2.139894485E0,-2.079663515E0,-1.062090471E-1
2.178121192E1,-1.458272815E0,-3.096004963E0,-3.100193143E-1
2.179120992E1,-9.937942624E-1,-3.738719940E0,-5.218194723E-1
2.180120892E1,-1.415655494E0,-3.275109768E0,-5.334619880E-1
2.181120692E1,-1.856547952E0,-2.473972797E0,-6.069830656E-1
2.182120492E1,-1.863895535E0,-2.129289389E0,-8.463222384E-1
2.183120392E1,-1.512263417E0,-2.341387749E0,-1.070499182E0
2.184120192E1,-1.101123452E0,-2.480597019E0,-1.196261168E0
2.185120092E1,-8.210737705E-1,-1.861189246E0,-1.115293026E0
2.186119892E1,-6.833037138E-1,-1.680889368E0,-9.017285705E-1
2.187119692E1,-4.502193034E-1,-1.893199205E0,-7.653118372E-1
2.188119592E1,-1.010258943E-1,-1.898121834E0,-7.340553403E-1
2.189119392E1,2.808032334E-1,-1.748668909E0,-7.039989233E-1
2.190119192E1,6.158083677E-1,-1.531573057E0,-6.417909265E-1
2.191119092E1,9.222537875E-1,-1.157985449E0,-5.675835609E-1
2.192118892E1,1.197255850E0,-7.245613337E-1,-4.974137247E-1
2.193118792E1,1.480295539E0,-4.639235735E-1,-5.023413897E-1
2.194118592E1,1.776572704E0,-2.805117965E-1,-5.010831952E-1
2.195118392E1,2.088643312E0,-1.643742621E-1,-5.098913312E-1
2.196118292E1,2.416758537E0,-5.433695391E-2,-5.209848285E-1
2.197118092E1,2.706952095E0,4.477094859E-3,-5.257854462E-1
2.198117892E1,2.865653992E0,1.202168614E-1,-4.659697115E-1
2.199117792E1,2.853765965E0,-5.888631567E-2,-3.814252615E-1
2.200117592E1,2.594576359E0,-1.475823820E-1,-2.796865106E-1
2.201117492E1,2.185400724E0,3.124845326E-1,3.265595064E-2
2.202117292E1,1.449148536E0,1.523659229E0,3.302753568E-1
2.203117092E1,2.273333371E-1,1.906888843E0,-3.384718671E-2
2.204116992E1,-9.197539687E-1,8.368813396E-1,-6.471090913E-1
2.205116792E1,-1.256821275E0,-2.757404745E-1,-9.437929988E-1
2.206116692E1,-9.356225729E-1,-9.013922811E-1,-1.001540184E0
2.207116492E1,-4.908286035E-1,-1.040254831E0,-8.172298074E-1
2.208116292E1,-2.399428636E-1,-8.564491272E-1,-4.298024178E-1
2.209116192E1,-2.418347746E-1,-7.237038612E-1,1.118587255E-1
2.210115992E1,-2.503208518E-1,-8.359083533E-1,8.985041976E-1
2.211115892E1,-2.326989919E-1,-1.174185514E0,1.340968490E0
2.212115692E1,-6.921893954E-1,-1.156432748E0,1.381758451E0
2.213115492E1,-1.431141257E0,-1.164406180E0,1.307907581E0
2.214115392E1,-1.230307102E0,-2.057701945E-1,9.546202421E-1
2.215115192E1,-5.101727247E-1,1.306011796E0,5.637555122E-1
2.216114992E1,-6.871402264E-2,2.376842737E0,2.805504203E-1
2.217114892E1,3.651601970E-1,2.631870985E0,1.770072281E-1
2.218114692E1,7.003285885E-1,2.359841824E0,3.015140295E-1
2.219114592E1,9.310688376E-1,1.917326689E0,4.478366077E-1
2.220114392E1,1.131100535E0,1.671146035E0,6.622233987E-1
2.221114192E1,1.385337353E0,1.710601330E0,9.339734316E-1
2.222114092E1,1.714852452E0,1.692091703E0,1.225272298E0
2.223113892E1,1.902321458E0,1.630904675E0,1.567221045E0
2.224113792E1,1.803277612E0,1.731952071E0,1.966331959E0
2.225113592E1,1.568061590E0,1.774101138E0,2.144760847E0
2.226113392E1,1.230011702E0,1.468436003E0,2.032005548E0
2.227113292E1,7.461813688E-1,1.030314803E0,1.710492849E0
2.228113092E1,2.423643172E-1,4.345024824E-1,9.369646311E-1
2.229112892E1,3.994969279E-2,-8.232145756E-2,-2.564993203E-1
2.230112792E1,6.815805435E-1,3.679919615E-2,-1.152762413E0
2.231112592E1,1.890028000E0,4.955022931E-1,-1.350311160E0
2.232112429E1,2.913543701E0,9.294355512E-1,-1.176791668E0
2.233112229E1,3.453552723E0,1.254741192E0,-1.004656196E0
2.234112029E1,3.435999632E0,1.584708810E0,-1.111099362E0
2.235111929E1,2.814947844E0,1.683702588E0,-1.179529548E0
2.236111729E1,1.931576729E0,1.334752202E0,-1.139807940E0
2.237111629E1,1.267416835E0,9.667110443E-1,-9.662734866E-1
2.238111429E1,8.758091331E-1,1.068458796E0,-5.901102424E-1
2.239111229E1,8.328792453E-1,1.287693977E0,-2.731000483E-1
2.240111129E1,9.273413420E-1,1.224328279E0,-8.803767711E-2
2.241110929E1,8.704538345E-1,1.174787879E0,3.167753667E-2
2.242110729E1,7.732993960E-1,1.131666422E0,1.538007706E-1
2.243110629E1,7.791138887E-1,1.227492332E0,2.277476937E-1
2.244110429E1,9.183174968E-1,1.427368760E0,2.570601106E-1
2.245110329E1,1.007447958E0,1.399075389E0,2.344685048E-1
2.246110129E1,9.924523830E-1,1.175068855E0,2.170749158E-1
2.247109929E1,9.424161315E-1,9.007547498E-1,2.182490975E-1
2.248109829E1,9.203779101E-1,7.486811876E-1,2.070683688E-1
2.249109629E1,8.851602674E-1,7.395385504E-1,1.681622565E-1
2.250109429E1,8.500200510E-1,8.508667350E-1,1.339562237E-1
2.251109329E1,8.778596520E-1,1.081679702E0,1.259779334E-1
2.252109129E1,9.581778049E-1,1.206172466E0,1.317374408E-1
2.253109029E1,1.081292987E0,1.092903733E0,1.867223978E-1
2.254108829E1,1.263048410E0,8.056246042E-1,3.105908930E-1
2.255108629E1,1.436746120E0,4.772485793E-1,4.494281411E-1
2.256108529E1,1.479384065E0,1.468483061E-1,5.334895253E-1
2.257108329E1,1.411980987E0,-1.114980355E-1,6.038116813E-1
2.258108129E1,1.311322331E0,-1.907763034E-1,6.374140978E-1
2.259108029E1,1.220023513E0,-8.437795192E-2,6.175962090E-1
2.260107829E1,1.118138075E0,1.329737753E-1,5.439621210E-1
2.261107729E1,9.679973125E-1,4.390023947E-1,4.544545710E-1
2.262107529E1,7.564827800E-1,8.363270164E-1,3.796829581E-1
2.263107329E1,4.615488648E-1,1.247632504E0,3.178043962E-1
2.264107229E1,1.527271420E-1,1.488513470E0,2.273466140E-1
2.265107029E1,-4.635585845E-2,1.447806716E0,9.715745598E-2
2.266106829E1,-2.524297871E-2,1.033359289E0,-1.105118915E-1
2.267106729E1,1.845025271E-1,5.143240690E-1,-3.141930997E-1
2.268106529E1,3.576699197E-1,7.540855557E-2,-4.546413422E-1
2.269106429E1,2.497701049E-1,-1.185737029E-1,-5.277040601E-1
2.270106229E1,-2.005702704E-1,-2.690095268E-2,-5.504374504E-1
2.271106029E1,-6.855379939E-1,-2.689908817E-2,-5.446903110E-1
2.272105929E1,-1.150352955E0,-3.242901564E-1,-5.251799226E-1
2.273105729E1,-1.496286631E0,-7.958115935E-1,-6.127904654E-1
2.274105629E1,-1.578504682E0,-1.549048901E0,-8.549675345E-1
2.275105429E1,-1.549620032E0,-2.271730661E0,-9.620993137E-1
2.276105229E1,-1.851389289E0,-2.529203653E0,-9.111589789E-1
2.277105129E1,-2.521938801E0,-2.355595350E0,-7.663996816E-1
2.278104929E1,-3.190478563E0,-1.839689851E0,-5.857500434E-1
2.279104729E1,-3.492483377E0,-1.121442199E0,-4.318048954E-1
2.280104629E1,-3.551564217E0,-6.151095629E-1,-5.396903753E-1
2.281104429E1,-3.498453140E0,-3.786741495E-1,-7.144179344E-1
2.282104329E1,-3.401200771E0,-3.001523316E-1,-8.461188674E-1
2.283104129E1,-3.285332441E0,-2.695581913E-1,-8.554497957E-1
2.284103929E1,-3.108674049E0,-3.767794669E-1,-7.298882008E-1
2.285103829E1,-2.851231098E0,-5.496265888E-1,-5.083925724E-1
2.286103629E1,-2.579370499E0,-7.414548993E-1,-2.111159563E-1
2.287103429E1,-2.386166811E0,-7.663916349E-1,9.743946791E-2
2.288103329E1,-2.296449423E0,-5.997557044E-1,3.272976875E-1
2.289103129E1,-2.261753321E0,-4.090805650E-1,4.538074136E-1
2.290103029E1,-2.303923130E0,-2.989828289E-1,4.129014909E-1
2.291102829E1,-2.426974535E0,-3.387459517E-1,2.792797983E-1
2.292102629E1,-2.376882076E0,-8.677858710E-1,1.301827431E-1
2.293102529E1,-1.875432253E0,-2.246153831E0,-6.089666486E-2
2.294102329E1,-9.366804361E-1,-3.870132446E0,-3.732576370E-1
2.295102129E1,-5.602746010E-1,-4.570805073E0,-7.486674786E-1
2.296102029E1,-1.225459695E0,-3.761262178E0,-1.108237863E0
2.297101829E1,-1.962507963E0,-2.310674429E0,-1.212400436E0
2.298101729E1,-2.094432831E0,-1.642616987E0,-1.233996868E0
2.299101529E1,-1.962088704E0,-1.792414784E0,-1.187025547E0
2.300101329E1,-1.653141975E0,-2.232697487E0,-1.180834413E0
2.301101229E1,-1.412358165E0,-2.389904976E0,-1.160595179E0
2.302101029E1,-1.194945574E0,-2.357714891E0,-1.089064956E0
2.303100929E1,-9.397869706E-1,-2.476983070E0,-1.003932238E0
2.304100729E1,-6.697794795E-1,-2.577039480E0,-9.169550538E-1
2.305100529E1,-3.088085651E-1,-2.457508326E0,-8.658418059E-1
2.306100429E1,3.945933282E-2,-2.387769222E0,-8.455310464E-1
2.307100229E1,2.810184360E-1,-2.236729383E0,-7.628990412E-1
2.308100029E1,4.911050797E-1,-1.984683394E0,-6.348326802E-1
2.309099929E1,7.106496692E-1,-1.701374650E0,-5.816959739E-1
2.310099729E1,9.287148118E-1,-1.314708829E0,-5.746059418E-1
2.311099629E1,1.187963367E0,-8.903154731E-1,-5.579337478E-1
2.312099429E1,1.471072197E0,-5.913776159E-1,-6.227983236E-1
2.313099229E1,1.752790928E0,-4.245434105E-1,-6.988145113E-1
2.314099129E1,2.018363237E0,-2.169819176E-1,-7.327141762E-1
2.315098929E1,2.265482426E0,3.123559058E-3,-7.772723436E-1
2.316098829E1,2.465549469E0,1.500696987E-1,-8.803234696E-1
2.317098629E1,2.459112883E0,3.400255144E-1,-8.730442524E-1
2.318098429E1,2.161328077E0,5.101379752E-1,-7.057687640E-1
2.319098329E1,1.708611608E0,7.911595106E-1,-4.517718852E-1
2.320098129E1,1.136100411E0,1.095299006E0,9.477505833E-2
2.321098029E1,7.124575377E-1,1.668432832E0,3.004073203E-1
2.322097829E1,-9.734878689E-2,1.126337409E0,-2.255030423E-1
2.323097629E1,-7.215697765E-1,5.545344204E-2,-7.722034454E-1
2.324097529E1,-8.815714121E-1,-6.153331995E-1,-7.735048532E-1
2.325097329E1,-7.361271381E-1,-8.952023983E-1,-5.081826448E-1
2.326097129E1,-5.194790959E-1,-9.843147993E-1,-1.917526722E-1
2.327097029E1,-4.744119942E-1,-1.031990170E0,1.674185395E-1
2.328096829E1,-5.721473098E-1,-9.561715722E-1,5.681232810E-1
2.329096729E1,-6.107717156E-1,-1.075721264E0,1.138989687E0
2.330096529E1,-5.964851379E-1,-1.094642878E0,1.414723277E0
2.331096329E1,-8.532844186E-1,-7.449628115E-1,1.296461105E0
2.332096204E1,-7.887719870E-1,3.408207558E-3,9.178122878E-1
2.333096004E1,-3.629727960E-1,1.299738407E0,6.382783651E-1
2.334095904E1,-2.490157634E-2,2.550480604E0,3.628934920E-1
2.335095704E1,2.349121571E-1,3.188248396E0,2.017733306E-1
2.336095504E1,4.908206761E-1,3.107206583E0,2.950986624E-1
2.337095404E1,7.508802414E-1,2.407340527E0,4.744977355E-1
2.338095204E1,9.686632752E-1,1.730444789E0,6.779043674E-1
2.339095004E1,1.257571459E0,1.593619823E0,9.349958301E-1
2.340094904E1,1.680375099E0,1.873383522E0,1.208531976E0
2.341094704E1,2.132717133E0,2.038726330E0,1.429155469E0
2.342094604E1,2.424799681E0,1.954452515E0,1.704028845E0
2.343094404E1,2.527959108E0,1.926198959E0,1.869557381E0
2.344094204E1,2.373192787E0,2.155587196E0,1.962838292E0
2.345094104E1,2.022995710E0,2.397755384E0,1.984008312E0
2.346093904E1,1.479829311E0,2.470116377E0,1.841494799E0
2.347093804E1,8.138967752E-1,2.046522141E0,1.205516815E0
2.348093604E1,3.436648250E-1,1.177883387E0,5.787596107E-2
2.349093404E1,3.775290251E-1,5.742244124E-1,-1.112066627E0
2.350093304E1,8.432561159E-1,5.520213842E-1,-1.917306542E0
2.351093104E1,2.406593800E0,1.042613745E0,-1.628084898E0
2.352092904E1,3.529747963E0,1.366798043E0,-1.131414056E0
2.353092804E1,3.678528547E0,1.777258039E0,-9.338523746E-1
2.354092604E1,2.798153400E0,2.359839678E0,-9.696432352E-1
2.355092504E1,1.496019959E0,2.449214220E0,-9.407591224E-1
2.356092304E1,6.022870541E-1,1.575159669E0,-6.962299943E-1
2.357092104E1,3.655745983E-1,7.923082709E-1,-4.329824150E-1
2.358092004E1,3.820201755E-1,7.694842219E-1,-2.077980787E-1
2.359091804E1,4.203313589E-1,1.256883383E0,-4.585578293E-2
2.360091604E1,4.687488079E-1,1.700411558E0,8.986712247E-2
2.361091504E1,4.727510214E-1,2.063240290E0,2.078209221E-1
2.362091304E1,4.973836243E-1,2.419312477E0,2.620699406E-1
2.363091204E1,5.884227157E-1,2.694422007E0,2.655855715E-1
2.364091004E1,7.504091263E-1,2.672653198E0,2.521549463E-1
2.365090804E1,9.135311842E-1,2.267892599E0,2.500188053E-1
2.366090704E1,1.042123318E0,1.659453392E0,3.167016506E-1
2.367090504E1,1.106357932E0,1.056450605E0,3.759511113E-1
2.368090304E1,1.091762900E0,6.633604169E-1,3.536976576E-1
2.369090204E1,1.027620196E0,5.379379988E-1,2.004543096E-1
2.370090004E1,1.022541285E0,7.062369585E-1,7.504563779E-2
2.371089904E1,1.086827874E0,1.045583606E0,7.595270872E-2
2.372089704E1,1.207680821E0,1.409184337E0,1.761231422E-1
2.373089504E1,1.334455609E0,1.569590449E0,2.817496955E-1
2.374089404E1,1.404164672E0,1.384021163E0,3.672949970E-1
2.375089204E1,1.417512417E0,9.589518309E-1,4.502716362E-1
2.376089104E1,1.353463769E0,4.672863781E-1,5.401955843E-1
2.377088904E1,1.208303928E0,2.677742392E-2,6.247472167E-1
2.378088704E1,1.019857168E0,-2.479934990E-1,7.103365064E-1
2.379088604E1,8.112861514E-1,-2.694495320E-1,7.657108307E-1
2.380088404E1,6.229334474E-1,-2.354536578E-2,7.678637505E-1
2.381088204E1,4.486333430E-1,4.274857342E-1,7.138026357E-1
2.382088104E1,2.704298198E-1,8.935174346E-1,5.745651722E-1
2.383087904E1,1.282468587E-1,1.084314585E0,2.934509218E-1
2.384087804E1,1.471483558E-1,9.765397906E-1,-5.707126111E-2
2.385087604E1,3.398195207E-1,7.572564483E-1,-3.329281509E-1
2.386087404E1,5.212397575E-1,5.167709589E-1,-4.635399580E-1
2.387087304E1,4.557622373E-1,3.106092513E-1,-4.686966240E-1
2.388087104E1,6.517286599E-2,2.311044633E-1,-3.599269390E-1
2.389086904E1,-4.760682881E-1,1.274952441E-1,-1.672035754E-1
2.390086804E1,-9.018700123E-1,-1.728560179E-1,-1.549937576E-1
2.391086604E1,-1.148363352E0,-6.196261048E-1,-2.513184249E-1
2.392086504E1,-1.307633996E0,-1.243238091E0,-4.933707416E-1
2.393086304E1,-1.521561265E0,-1.855946422E0,-8.122459054E-1
2.394086104E1,-1.682427168E0,-2.034826994E0,-9.807359576E-1
2.395086004E1,-2.080083370E0,-2.014142513E0,-9.354267716E-1
2.396085804E1,-2.679867268E0,-1.975517750E0,-8.140715361E-1
2.397085604E1,-3.271827221E0,-1.649053574E0,-7.820565701E-1
2.398085504E1,-3.598695517E0,-1.037738562E0,-7.441451550E-1
2.399085304E1,-3.579552889E0,-4.870891869E-1,-8.369851112E-1
2.400085204E1,-3.461053133E0,-1.354876161E-1,-9.650340676E-1
2.401085004E1,-3.332259178E0,4.765850306E-2,-9.199377298E-1
2.402084804E1,-3.232543707E0,7.669184357E-2,-8.042580485E-1
2.403084704E1,-3.132278919E0,-1.143982187E-1,-6.936857700E-1
2.404084504E1,-2.997096062E0,-4.103862643E-1,-5.314254165E-1
2.405084304E1,-2.827425003E0,-6.237305403E-1,-2.906482518E-1
2.406084204E1,-2.712775469E0,-6.056082845E-1,3.491801675E-3
2.407084004E1,-2.647292137E0,-4.100978971E-1,2.882582843E-1
2.408083904E1,-2.582294464E0,-1.937275976E-1,4.963240623E-1
2.409083704E1,-2.518258333E0,-1.117701605E-1,5.589824319E-1
2.410083504E1,-2.390665054E0,-3.496344984E-1,4.783099592E-1
2.411083404E1,-2.324421883E0,-8.035404682E-1,2.065359801E-1
2.412083204E1,-1.670649290E0,-2.205178499E0,3.154323623E-2
2.413083004E1,-6.610742807E-1,-3.842369795E0,-3.084457815E-1
2.414082904E1,-4.996161163E-1,-4.161332607E0,-7.267061472E-1
2.415082704E1,-1.023605585E0,-3.663654089E0,-1.152823687E0
2.416082604E1,-1.705247402E0,-2.412368536E0,-1.491417050E0
2.417082404E1,-1.840323210E0,-1.737548590E0,-1.524601102E0
2.418082204E1,-1.709083200E0,-1.892015815E0,-1.357496262E0
2.419082104E1,-1.648408413E0,-2.459924221E0,-1.311045170E0
2.420081904E1,-1.686710477E0,-2.605309248E0,-1.187855124E0
2.421081804E1,-1.524600387E0,-2.606656790E0,-1.013927102E0
2.422081604E1,-1.218138933E0,-2.753231764E0,-8.655238152E-1
2.423081404E1,-8.211258054E-1,-2.629743814E0,-7.795412540E-1
2.424081304E1,-3.746570945E-1,-2.488282681E0,-7.376824021E-1
2.425081104E1,-1.605493482E-3,-2.499693632E0,-6.988873482E-1
2.426080904E1,3.072036803E-1,-2.399108887E0,-6.381560564E-1
2.427080804E1,5.893778205E-1,-2.099516869E0,-5.838690996E-1
2.428080604E1,8.350293636E-1,-1.658218384E0,-6.021904945E-1
2.429080504E1,1.087900043E0,-1.172455311E0,-6.606525183E-1
2.430080304E1,1.376046658E0,-7.173442245E-1,-7.161585093E-1
2.431080104E1,1.674483776E0,-4.218982160E-1,-8.080703616E-1
2.432080013E1,1.979373574E0,-2.073322237E-1,-8.693071604E-1
2.433079812E1,2.292203188E0,-1.485944260E-2,-9.100263119E-1
2.434079612E1,2.577553511E0,1.152158380E-1,-9.756116271E-1
2.435079512E1,2.778963089E0,2.779000998E-1,-1.002451777E0
2.436079313E1,2.742362738E0,4.826043844E-1,-8.788990378E-1
2.437079213E1,2.385656595E0,5.978564024E-1,-5.976551175E-1
2.438079013E1,1.840762734E0,7.050877810E-1,-2.324891388E-1
2.439078812E1,1.284074664E0,1.242946386E0,3.003556132E-1
2.440078712E1,6.394275427E-1,1.809431791E0,5.905051231E-1
2.441078513E1,-4.031763077E-1,9.620264769E-1,-1.477494687E-1
2.442078413E1,-1.107601285E0,-5.080589056E-1,-7.200458050E-1
2.443078213E1,-1.236088157E0,-1.338145971E0,-7.044420838E-1
2.444078012E1,-9.108381867E-1,-1.788604975E0,-5.100088120E-1
2.445077912E1,-5.517711043E-1,-1.611354113E0,-2.726695538E-1
2.446077713E1,-4.433037341E-1,-1.269155741E0,4.575412348E-2
2.447077513E1,-6.090082526E-1,-9.680488706E-1,4.800224900E-1
2.448077413E1,-6.971853375E-1,-1.045194507E0,1.127401471E0
2.449077213E1,-7.538603544E-1,-1.107137203E0,1.534827232E0
2.450077113E1,-1.269826412E0,-8.297415972E-1,1.512324572E0
2.451076912E1,-1.250842690E0,-2.693435736E-2,1.112844467E0
2.452076713E1,-6.692047119E-1,1.310991764E0,7.061834335E-1
2.453076613E1,-1.929782927E-1,2.508059025E0,2.935026586E-1
2.454076413E1,2.620213032E-1,2.897979498E0,1.460521948E-2
2.455076313E1,6.751396656E-1,2.592926264E0,4.517165944E-3
2.456076112E1,9.644882083E-1,1.769360423E0,2.102254778E-1
2.457075913E1,1.169756413E0,1.344589472E0,5.339531898E-1
2.458075813E1,1.470477343E0,1.520429134E0,9.083052874E-1
2.459075613E1,1.851540327E0,1.890471578E0,1.295854568E0
2.460075513E1,2.122997284E0,2.178156137E0,1.697350740E0
2.461075312E1,2.205219507E0,2.346296310E0,2.116013765E0
2.462075112E1,2.178937435E0,2.394553423E0,2.392855167E0
2.463075013E1,1.959920287E0,2.322429895E0,2.599507570E0
2.464074813E1,1.554142833E0,2.119204283E0,2.679943562E0
2.465074613E1,9.939429760E-1,1.577791452E0,2.292770386E0
2.466074513E1,3.470699787E-1,5.806185603E-1,1.031381369E0
2.467074312E1,1.930926740E-1,-1.954199076E-1,-5.213896632E-1
2.468074212E1,1.271038771E0,-2.307730541E-2,-1.392652631E0
2.469074013E1,2.544768333E0,4.319586456E-1,-1.527568698E0
2.470073813E1,3.207556009E0,1.007909417E0,-1.383722186E0
2.471073713E1,3.192201853E0,1.701452732E0,-1.256829977E0
2.472073512E1,2.609990835E0,2.093188524E0,-1.119151354E0
2.473073312E1,1.798640609E0,1.806421399E0,-9.288244843E-1
2.474073213E1,1.173748732E0,1.003411651E0,-7.400161624E-1
2.475073013E1,9.802823067E-1,3.474646807E-1,-4.550968111E-1
2.476072913E1,9.502235651E-1,1.800847799E-1,-1.864759773E-1
2.477072713E1,8.844916821E-1,4.531511962E-1,-3.411014751E-2
2.478072512E1,7.968455553E-1,6.773622632E-1,1.214845926E-1
2.479072412E1,7.401335239E-1,8.934977651E-1,1.842262596E-1
2.480072213E1,7.309710979E-1,1.232569814E0,1.800136566E-1
2.481072013E1,7.740762234E-1,1.636463761E0,1.126679108E-1
2.482071913E1,8.391342759E-1,1.943320990E0,-3.459938243E-2
2.483071712E1,9.302676916E-1,2.048154354E0,-1.242957190E-1
2.484071612E1,1.066952825E0,1.920423388E0,-1.062581316E-1
2.485071413E1,1.227561355E0,1.655710340E0,7.878294215E-3
2.486071213E1,1.300990224E0,1.270068645E0,1.274585128E-1
2.487071113E1,1.219080687E0,8.752903938E-1,1.706089079E-1
2.488070913E1,1.134395480E0,8.233172297E-1,1.504017115E-1
2.489070712E1,1.151412487E0,1.080804706E0,1.248388290E-1
2.490070612E1,1.214123487E0,1.302822351E0,1.919976473E-1
2.491070413E1,1.265089512E0,1.168549657E0,3.101847470E-1
2.492070313E1,1.305003405E0,7.201114893E-1,4.485400617E-1
2.493070113E1,1.340332389E0,2.146666646E-1,5.937483907E-1
2.494069912E1,1.337264895E0,-1.367118806E-1,6.867225766E-1
2.495069812E1,1.273759961E0,-2.446916103E-1,7.247136831E-1
2.496069613E1,1.135489941E0,-1.911823004E-1,6.890730858E-1
2.497069413E1,9.540621042E-1,-3.466700763E-2,6.335169077E-1
2.498069313E1,7.307782173E-1,2.294718623E-1,5.961250067E-1
2.499069113E1,4.510456324E-1,5.696361065E-1,5.551109910E-1
2.500069012E1,1.146623492E-1,8.822250366E-1,4.816896319E-1
2.501068812E1,-1.567409337E-1,9.896732569E-1,3.203036487E-1
2.502068613E1,-2.254862934E-1,8.410297632E-1,6.832651794E-2
2.503068513E1,-4.621347785E-2,5.593972802E-1,-2.190386951E-1
2.504068313E1,2.097122371E-1,2.567063570E-1,-4.564820230E-1
2.505068112E1,2.495208830E-1,-2.204027958E-3,-5.718517900E-1
2.506068012E1,-1.148119941E-1,-9.404924512E-2,-5.832437873E-1
2.507067813E1,-7.253917456E-1,-1.023979858E-1,-2.948633730E-1
2.508067713E1,-1.294076681E0,-4.285371900E-1,-1.030714735E-1
2.509067513E1,-1.641103625E0,-7.767082453E-1,-1.328496039E-1
2.510067312E1,-1.765533447E0,-1.131070375E0,-2.799592018E-1
2.511067212E1,-1.811443329E0,-1.582557321E0,-5.636694431E-1
2.512067013E1,-1.965693712E0,-1.757985115E0,-7.374407053E-1
2.513066813E1,-2.422930717E0,-1.620011210E0,-7.393371463E-1
2.514066713E1,-2.976658344E0,-1.283417463E0,-7.284936309E-1
2.515066513E1,-3.334302187E0,-1.110875726E0,-8.570050001E-1
2.516066413E1,-3.376805544E0,-8.038766384E-1,-9.652869105E-1
2.517066212E1,-3.248632669E0,-5.135923624E-1,-1.074263215E0
2.518066013E1,-3.146707058E0,-3.739916682E-1,-1.045691490E0
2.519065913E1,-3.055279732E0,-3.319507241E-1,-9.474588633E-1
2.520065713E1,-2.977169991E0,-3.644505143E-1,-8.277018070E-1
2.521065613E1,-2.900631666E0,-4.977877736E-1,-7.170175910E-1
2.522065412E1,-2.861977100E0,-6.502819657E-1,-5.954950452E-1
2.523065213E1,-2.850050688E0,-6.923133135E-1,-4.296538234E-1
2.524065113E1,-2.791643143E0,-7.266705036E-1,-1.695932150E-1
2.525064913E1,-2.662800312E0,-8.275840878E-1,1.260139346E-1
2.526064713E1,-2.531587839E0,-1.065695643E0,2.856224775E-1
2.527064612E1,-2.412057161E0,-1.414913297E0,2.949121296E-1
2.528064412E1,-2.309268951E0,-1.722661853E0,1.920944601E-1
2.529064313E1,-2.019015074E0,-2.068061113E0,1.118475720E-1
2.530064113E1,-1.149877191E0,-3.141642570E0,-2.871276438E-2
2.531063913E1,-4.419881701E-1,-3.645985126E0,-4.556859434E-1
2.532063842E1,-4.524675310E-1,-3.456318140E0,-7.563362122E-1
2.533063642E1,-1.242467642E0,-2.744780064E0,-1.037937999E0
2.534063442E1,-1.920146704E0,-2.064795256E0,-1.190436482E0
2.535063342E1,-2.072410345E0,-1.900689840E0,-1.248529553E0
2.536063142E1,-1.907649517E0,-2.419150352E0,-1.342266798E0
2.537063042E1,-1.703569651E0,-2.760443211E0,-1.414199352E0
2.538062842E1,-1.362488747E0,-2.648470879E0,-1.361064315E0
2.539062642E1,-1.046413541E0,-2.635789394E0,-1.212389708E0
2.540062542E1,-7.538810968E-1,-2.623398542E0,-1.044604540E0
